orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Nakuru County,Rongai Sub County,Soin Ward,Dandelion Medical Centre,VV18KDaWASs,Dandelion Medical Centre,23952,dispensary,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,3
Kenya,Nakuru County,Rongai Sub County,Soin Ward,Dandelion Medical Centre,VV18KDaWASs,Dandelion Medical Centre,23952,dispensary,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,4
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,3
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,9
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,57
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,28
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,3
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,13
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,4
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,77
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,27
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,5
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,5
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,26
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,3
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,88
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,35
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Daraja Medical Clinic,bzTvt9JWZ0e,Daraja Medical Clinic,13531,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Daraja Medical Clinic,bzTvt9JWZ0e,Daraja Medical Clinic,13531,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,2
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,David Kayanda Dispensary,JAJ7YX1wFAr,David Kayanda Dispensary,11457,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,5
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,David Kayanda Dispensary,JAJ7YX1wFAr,David Kayanda Dispensary,11457,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Taita Taveta County,Mwatate Sub County,Wusi/Kishamba Ward,Dawson Mwanyumba Dispensary,S9YgBWSHUsN,Dawson Mwanyumba Dispensary,11300,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,3
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,3
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,12
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,16
Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Dede Health Centre,WG7O02P8x4T,Dede Health Centre,13532,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,13
Kenya,Kwale County,Matuga Sub County,Mkongani Ward,Deri dispensary,WRPRluyGpKW,Deri dispensary,25257,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,4
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,3
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,6
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,2
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,33
Kenya,Kwale County,Msambweni Sub County,Gambato Bongwe Ward,Diani Health Centre,uhuTgMdpGDx,Diani Health Centre,11304,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,24
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,6
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,10
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,DICE Clinic Karungu,tAKPrTA5jzk,DICE Clinic Karungu,19929,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,7
Kenya,Migori County,Nyatike Sub County,Muhuru Ward,DICE Clinic Muhuru,WwYfrsmafhY,DICE Clinic Muhuru,19930,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,3
Kenya,Migori County,Nyatike Sub County,Muhuru Ward,DICE Clinic Muhuru,WwYfrsmafhY,DICE Clinic Muhuru,19930,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,15
Kenya,Migori County,Nyatike Sub County,Muhuru Ward,DICE Clinic Muhuru,WwYfrsmafhY,DICE Clinic Muhuru,19930,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,7
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Dice icl bomet,LnVFx00BhRw,Dice icl bomet,24618,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Dice icl bomet,LnVFx00BhRw,Dice icl bomet,24618,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Dice icl bomet,LnVFx00BhRw,Dice icl bomet,24618,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,8
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Dice icl bomet,LnVFx00BhRw,Dice icl bomet,24618,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,2
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Dice icl bomet,LnVFx00BhRw,Dice icl bomet,24618,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,21
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Dice icl bomet,LnVFx00BhRw,Dice icl bomet,24618,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,13
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dida Dispensary,uCHPPTPXtBt,Dida Dispensary,11305,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dida Dispensary,uCHPPTPXtBt,Dida Dispensary,11305,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,3
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dida Dispensary,uCHPPTPXtBt,Dida Dispensary,11305,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Siaya County,Gem Sub County,West Gem Ward,Dienya Health Centre,yjW8519Mkn2,Dienya Health Centre,13533,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,2
Kenya,Siaya County,Gem Sub County,West Gem Ward,Dienya Health Centre,yjW8519Mkn2,Dienya Health Centre,13533,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Siaya County,Gem Sub County,West Gem Ward,Dienya Health Centre,yjW8519Mkn2,Dienya Health Centre,13533,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Siaya County,Gem Sub County,West Gem Ward,Dienya Health Centre,yjW8519Mkn2,Dienya Health Centre,13533,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,7
Kenya,Siaya County,Gem Sub County,West Gem Ward,Dienya Health Centre,yjW8519Mkn2,Dienya Health Centre,13533,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,6
Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,Difathas Health Centre,WP7J5im3gDh,Difathas Health Centre,10110,Difthas market-off Kimbimbi/Nairobi/Embu highway,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,Difathas Health Centre,WP7J5im3gDh,Difathas Health Centre,10110,Difthas market-off Kimbimbi/Nairobi/Embu highway,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,13
Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,Difathas Health Centre,WP7J5im3gDh,Difathas Health Centre,10110,Difthas market-off Kimbimbi/Nairobi/Embu highway,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,12
Kenya,Marsabit County,Saku Sub County,Sagante/Jaldesa Ward,Dirib Gombo Dispensary,gURZsLIdwLp,Dirib Gombo Dispensary,11986,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,5
Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Diruma Dispensary,LYR8fhhFOaQ,Diruma Dispensary,16268,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,3
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,2
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,2
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,23
Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,13
Kenya,Taita Taveta County,Taveta Sub County,Mboghoni Ward,Divine Mercy Eldoro (Catholic) Dispensary,Rre94o5TeOh,Divine Mercy Eldoro (Catholic) Dispensary,11365,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Taita Taveta County,Taveta Sub County,Mboghoni Ward,Divine Mercy Eldoro (Catholic) Dispensary,Rre94o5TeOh,Divine Mercy Eldoro (Catholic) Dispensary,11365,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,3
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,14
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,6
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,Doldol Sub County Hospital,wm5jiU5wkdW,Doldol Sub County Hospital,14404,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,Doldol Sub County Hospital,wm5jiU5wkdW,Doldol Sub County Hospital,14404,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,3
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,18
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,6
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,3
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,19
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,2
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,20
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,9
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,71
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,40
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,12
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Dr. Mwangi Medical Clinic,D9bec5rvq6g,Dr. Mwangi Medical Clinic,20554,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,Dr.P.W.Kamau&Associates,Kn6bjP3QyuU,Dr.P.W.Kamau&Associates,20396,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
