orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Homa Bay County,Kabondo Kasipul Sub County,Kojwach Ward,Harambee Health Centre,X64YplThOjm,Harambee Health Centre,21491,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Mandera County,Arabia Sub County,Libehiya Ward,Hareri Dispensary,TuFK9gPsHo3,Hareri Dispensary,13362,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,23
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kasipul Ward,Hawi Family Hospital,M7eu304yB1N,Hawi Family Hospital,24237,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Siaya County,Alego Usonga Sub County,West Alego Ward,Hawinga Health Centre,GrfDMFELnO0,Hawinga Health Centre,13600,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,26
Kenya,Siaya County,Alego Usonga Sub County,West Alego Ward,Hawinga Health Centre,GrfDMFELnO0,Hawinga Health Centre,13600,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Nakuru County,Nakuru East Sub County,Kivumbuni Ward,Hekima Dispensary,sZNadfmGApR,Hekima Dispensary,14545,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Hema Hospital,UsDWLB6loJT,Hema Hospital,13603,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Hema Hospital,UsDWLB6loJT,Hema Hospital,13603,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nyandarua County,Kinangop Sub County,Githabai Ward,Heni Health Centre,R6tG0IzAhpv,Heni Health Centre,10312,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Lamu County,Lamu Central Sub County,Hindi Ward,Hindi Magogoni Dispensary,bZaDWRI5ubJ,Hindi Magogoni Dispensary,11409,Hindi near DO'S office,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Lamu County,Lamu Central Sub County,Hindi Ward,Hindi Magogoni Dispensary,bZaDWRI5ubJ,Hindi Magogoni Dispensary,11409,Hindi near DO'S office,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Tana River County,Galole Sub County,Chewani Ward,Hola County Referral Hospital,xKMnsppaRLE,Hola County Referral Hospital,11411,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,8
Kenya,Tana River County,Galole Sub County,Chewani Ward,Hola County Referral Hospital,xKMnsppaRLE,Hola County Referral Hospital,11411,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,9
Kenya,Kisumu County,Nyando Sub County,Awasi/Onjiko Ward,Holo Dispensary,wgZ2mHu3aX9,Holo Dispensary,17118,Dispensary,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,9
Kenya,Kisumu County,Nyando Sub County,Awasi/Onjiko Ward,Holo Dispensary,wgZ2mHu3aX9,Holo Dispensary,17118,Dispensary,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,GfEJptgFb4q,Holsoms Nursing Home,22795,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Nyamira County,Manga Sub County,Kamera Ward,Holsoms Nursing Home,GfEJptgFb4q,Holsoms Nursing Home,22795,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Holy Cross Dispensary,g9QbZTBk5sC,Holy Cross Dispensary,10321,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Holy family Catholic Hospital (Githunguri),CmIEKqOW8Lg,Holy family Catholic Hospital (Githunguri),19963,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Holy family Catholic Hospital (Githunguri),CmIEKqOW8Lg,Holy family Catholic Hospital (Githunguri),19963,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Samia Sub County,Nangina Ward,Holy Family Nangina Mission Hospital,qZqNL79w8Zg,Holy Family Nangina Mission Hospital,16073,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,25
Kenya,Busia County,Samia Sub County,Nangina Ward,Holy Family Nangina Mission Hospital,qZqNL79w8Zg,Holy Family Nangina Mission Hospital,16073,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Homa Bay County,Kabondo Kasipul Sub County,Kabondo East Ward,Holy Family Oriang Health Centre 3A,yYUcfesOy2t,Holy Family Oriang Health Centre 3A,13604,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,51
Kenya,Homa Bay County,Kabondo Kasipul Sub County,Kabondo East Ward,Holy Family Oriang Health Centre 3A,yYUcfesOy2t,Holy Family Oriang Health Centre 3A,13604,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Trans Nzoia County,Cherangany Sub County,Kaplamai Ward,Holy Rosary Health Centre,nygh0oNF4ht,Holy Rosary Health Centre,21965,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Trans Nzoia County,Cherangany Sub County,Kaplamai Ward,Holy Rosary Health Centre,nygh0oNF4ht,Holy Rosary Health Centre,21965,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Nakuru County,Gilgil Sub County,Gilgil Ward,Holy Spirit Health Centre,Q67hkAtmDDf,Holy Spirit Health Centre,14549,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nakuru County,Naivasha Sub County,Mai Mahiu Ward,Holy Trinity Health Centre (Mai Mahiu),UZIrITrlw2Y,Holy Trinity Health Centre (Mai Mahiu),14550,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nakuru County,Naivasha Sub County,Mai Mahiu Ward,Holy Trinity Health Centre (Mai Mahiu),UZIrITrlw2Y,Holy Trinity Health Centre (Mai Mahiu),14550,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Homa Bay County,Homa Bay Town Sub County,Homa Bay Central Ward,Homa Bay County Teaching and Referral Hospital,q1W718UMFWK,Homa Bay County Teaching and Referral Hospital,13608,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,122
Kenya,Homa Bay County,Homa Bay Town Sub County,Homa Bay Central Ward,Homa Bay County Teaching and Referral Hospital,q1W718UMFWK,Homa Bay County Teaching and Referral Hospital,13608,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,22
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Homa Hills Health Centre,N6Z5RiN7cJl,Homa Hills Health Centre,13606,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,21
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Homa Hills Health Centre,N6Z5RiN7cJl,Homa Hills Health Centre,13606,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Homa Lime Health Centre,NkqwenLKRZh,Homa Lime Health Centre,13607,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,13
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Homa Lime Health Centre,NkqwenLKRZh,Homa Lime Health Centre,13607,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,Hong Kong Dispensary,Zqdx08ImIgG,Hong Kong Dispensary,25422,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kisumu County,Nyando Sub County,Kobura Ward,Hongo Ogosa Health Centre,sL4A85fJAXA,Hongo Ogosa Health Centre,13609,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,19
Kenya,Kisumu County,Nyando Sub County,Kobura Ward,Hongo Ogosa Health Centre,sL4A85fJAXA,Hongo Ogosa Health Centre,13609,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,7
Kenya,Homa Bay County,Homa Bay Town Sub County,Homa Bay Central Ward,Hope Compassionate (ACK) Dispensary,AHVXluh93vZ,Hope Compassionate (ACK) Dispensary,16983,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,10
Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Hope Med C,hV3DHVI0Drc,Hope Med C,,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kisumu County,Nyakach Sub County,North Nyakach Ward,House of Hope Medical Centre,Q4d8psx1iAH,House of Hope Medical Centre,18720,Near Atoyieng'o River,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Marsabit County,North Horr Sub County,Maikona Ward,Hurri-Hills Dispensary,djG1LBbY25V,Hurri-Hills Dispensary,12061,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nakuru County,Njoro Sub County,Njoro Ward,Huruma Dispensary,S1Uc7ezgbo8,Huruma Dispensary,14552,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Uasin Gishu County,Turbo Sub County,Huruma Ward,Huruma District Hospital,it85wWtSqRp,Huruma District Hospital,14555,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,77
Kenya,Uasin Gishu County,Turbo Sub County,Huruma Ward,Huruma District Hospital,it85wWtSqRp,Huruma District Hospital,14555,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,24
Kenya,Laikipia County,Laikipia East Sub County,Nanyuki Ward,Huruma Health Centre (Laikipia East),Kj2rML8tFk2,Huruma Health Centre (Laikipia East),14553,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,12
Kenya,Laikipia County,Laikipia East Sub County,Nanyuki Ward,Huruma Health Centre (Laikipia East),Kj2rML8tFk2,Huruma Health Centre (Laikipia East),14553,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nairobi County,Mathare Sub County,Ngei Ward,Huruma Lions Dispensary,m0NMs35zjQP,Huruma Lions Dispensary,12974,Operational,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,93
Kenya,Nairobi County,Mathare Sub County,Ngei Ward,Huruma Lions Dispensary,m0NMs35zjQP,Huruma Lions Dispensary,12974,Operational,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,22
Kenya,Nairobi County,Mathare Sub County,Kiamaiko Ward,Huruma Nursing Home and Maternity,eu57gimZRDs,Huruma Nursing Home and Maternity,12976,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nairobi County,Mathare Sub County,Kiamaiko Ward,Huruma Nursing Home and Maternity,eu57gimZRDs,Huruma Nursing Home and Maternity,12976,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Kisii County,Nyaribari Masaba Sub County,Kiamokama Ward,Ibacho Sub-County Hospital,SAUzCOBQ0Qa,Ibacho Sub-County Hospital,13611,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kisii County,Nyaribari Masaba Sub County,Kiamokama Ward,Ibacho Sub-County Hospital,SAUzCOBQ0Qa,Ibacho Sub-County Hospital,13611,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kisii County,Nyaribari Chache Sub County,Ibeno Ward,Ibeno Sub County Hospital,F5HtXiaPY8b,Ibeno Sub County Hospital,13612,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,9
Kenya,Kisii County,Nyaribari Chache Sub County,Ibeno Ward,Ibeno Sub County Hospital,F5HtXiaPY8b,Ibeno Sub County Hospital,13612,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Bungoma County,Kimilili Sub County,Kibingei Ward,ICFM Dreamland Mission Hospital,Px9lcrdOOO6,ICFM Dreamland Mission Hospital,15864,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Bungoma County,Kimilili Sub County,Kibingei Ward,ICFM Dreamland Mission Hospital,Px9lcrdOOO6,ICFM Dreamland Mission Hospital,15864,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nyeri County,Mukurweini Sub County,Mukurwe-ini Central Ward,Ichamara Dispensary,F3k9ivnAAx0,Ichamara Dispensary,10333,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Tana River County,Garsen Sub County,Garsen South Ward,Idsowe Dispensary,ig8VYiYBr59,Idsowe Dispensary,11418,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Iduku Dispensary,QXAvtxBS2Ts,Iduku Dispensary,15896,off mbihi-vunandi road,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Iduku Dispensary,QXAvtxBS2Ts,Iduku Dispensary,15896,off mbihi-vunandi road,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Garissa County,Dadaab Refugee Camp Sub County,Ifo Ward,Ifo 1 Hospital,BNvAE7jm6Gz,Ifo 1 Hospital,13368,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Garissa County,Dadaab Refugee Camp Sub County,Ifo Ward,Ifo 1 Hospital,BNvAE7jm6Gz,Ifo 1 Hospital,13368,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Garissa County,Garissa Sub County,Iftin Ward,Iftin Sub-District Hospital,tePBgYiNwml,Iftin Sub-District Hospital,13369,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Garissa County,Garissa Sub County,Iftin Ward,Iftin Sub-District Hospital,tePBgYiNwml,Iftin Sub-District Hospital,13369,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Busia County,Nambale Sub County,Bukhayo North/Walatsi Ward,Igara Dispensary,hgYuumviWXp,Igara Dispensary,15897,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kiambu County,Gatundu North Sub County,Mang'u Ward,Igegania Sub-County Hospital,I0kQUozVjhZ,Igegania Sub-County Hospital,10338,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,21
Kenya,Kiambu County,Gatundu North Sub County,Mang'u Ward,Igegania Sub-County Hospital,I0kQUozVjhZ,Igegania Sub-County Hospital,10338,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Igena-Itambe Dispensary,nQpfownNCBk,Igena-Itambe Dispensary,13614,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Meru County,Imenti North Sub County,Ntima East Ward,Igoki Dispensary,gvyTCFjYnOU,Igoki Dispensary,12071,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu Sub County Hospital,WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,24
Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu Sub County Hospital,WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,18
Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,Ihururu Health Centre,gPrQghXBO2T,Ihururu Health Centre,10340,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,Ihururu Health Centre,gPrQghXBO2T,Ihururu Health Centre,10340,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Makueni County,Mbooni Sub County,Tulimani Ward,Iiani/Kiatineni Dispensary,avutvajUfrS,Iiani/Kiatineni Dispensary,12074,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Garissa County,Ijara Sub County,Masalani Ward,Ijara Sub County Hospital - Masalani,tAesyvSssYO,Ijara Sub County Hospital - Masalani,13406,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kitui County,Kitui South Sub County,Ikanga/Kyatune Ward,Ikanga Sub county Hospital,uBIn3KIzOjH,Ikanga Sub county Hospital,12077,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kitui County,Kitui South Sub County,Ikanga/Kyatune Ward,Ikanga Sub county Hospital,uBIn3KIzOjH,Ikanga Sub county Hospital,12077,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,5
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ikhanyi Dispensary,vq7jv4emC3f,Ikhanyi Dispensary,20921,Dispensary,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Ikhanyi Dispensary,vq7jv4emC3f,Ikhanyi Dispensary,20921,Dispensary,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Nyamira County,Manga Sub County,Manga Ward,Ikobe Health Centre,w6Y5qDucxn0,Ikobe Health Centre,13616,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Nyamira County,Manga Sub County,Manga Ward,Ikobe Health Centre,w6Y5qDucxn0,Ikobe Health Centre,13616,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Machakos County,Yatta Sub County,Ikombe Ward,Ikombe Dispensary,eDnqMm7SRAg,Ikombe Dispensary,12078,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Machakos County,Yatta Sub County,Ikombe Ward,Ikombe Dispensary,eDnqMm7SRAg,Ikombe Dispensary,12078,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,5
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Health Centre,WRugAsHxL6F,Ikomero Health Centre,19900,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,4
Kenya,Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ikonge Dispensary,kTrvZAjAcnU,Ikonge Dispensary,13617,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ikonge Dispensary,kTrvZAjAcnU,Ikonge Dispensary,13617,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Busia County,Butula Sub County,Kingandole Ward,Ikonzo Model Health Centre,PotVOfmjlUJ,Ikonzo Model Health Centre,17165,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,8
Kenya,Busia County,Butula Sub County,Kingandole Ward,Ikonzo Model Health Centre,PotVOfmjlUJ,Ikonzo Model Health Centre,17165,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,6
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Ikumbi Health Centre,Y9rLWFzWrme,Ikumbi Health Centre,14559,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,8
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Ikumbi Health Centre,Y9rLWFzWrme,Ikumbi Health Centre,14559,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,5
Kenya,Tharaka Nithi County,Mwimbi Sub County,Ganga Ward,Ikumbo Dispensary,RH8vF3k8STY,Ikumbo Dispensary,12079,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Ikutha Sub County Hospital,I3Z2QMRd8GN,Ikutha Sub County Hospital,12080,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,12
Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Ikutha Sub County Hospital,I3Z2QMRd8GN,Ikutha Sub County Hospital,12080,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,5
Kenya,Kitui County,Kitui East Sub County,Nzambani Ward,Ikuyuni Dispensary,YpQvKW6YdnH,Ikuyuni Dispensary,12082,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kitui County,Kitui East Sub County,Nzambani Ward,Ikuyuni Dispensary,YpQvKW6YdnH,Ikuyuni Dispensary,12082,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,FkiRDv9jRrl,Ikuywa Dispensary,16717,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,6
Kenya,Narok County,Narok East Sub County,Ildamat Ward,Ilaiser Dispensary,EW3GKMMgsve,Ilaiser Dispensary,14562,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Makueni County,Kibwezi West Sub County,Nguumo Ward,Ilatu Health Centre (Makindu),ZQsMimOSlOo,Ilatu Health Centre (Makindu),19976,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,7
Kenya,Makueni County,Kibwezi West Sub County,Nguumo Ward,Ilatu Health Centre (Makindu),ZQsMimOSlOo,Ilatu Health Centre (Makindu),19976,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kajiado County,Loitokitok Sub County,Imbrikani/Eselelnkei Ward,Ilchalai Dispensary,OmHaGOOfTV5,Ilchalai Dispensary,17053,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,d4U4gk3e0uD,Ileho Health Centre,15900,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,d4U4gk3e0uD,Ileho Health Centre,15900,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,8
Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Illasit Health Centre,AW9zmG5PLRL,Illasit Health Centre,20372,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,5
Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Illasit Health Centre,AW9zmG5PLRL,Illasit Health Centre,20372,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,4
Kenya,Narok County,Narok West Sub County,Ilmotiook Ward,Ilmotiok Dispensary,qwwLNpX83pm,Ilmotiok Dispensary,21322,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kajiado County,Loitokitok Sub County,Imbrikani/Eselelnkei Ward,Iloirero Dispensary,ZpqfEaI6Hds,Iloirero Dispensary,21321,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,3
Kenya,Kajiado County,Loitokitok Sub County,Imbrikani/Eselelnkei Ward,Iloirero Dispensary,ZpqfEaI6Hds,Iloirero Dispensary,21321,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kajiado County,Kajiado West Sub County,Magadi Ward,Ilparakuo dispensary,x4l8N04bnYR,Ilparakuo dispensary,19724,dispensary,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo West Ward,Ilpolei Dispensary,jNr6MWU4xfF,Ilpolei Dispensary,14561,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,2
Kenya,Kajiado County,Loitokitok Sub County,Kuku Ward,Iltilal Health Centre,eV4czbS709J,Iltilal Health Centre,14569,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,1
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,ZWaly1q0aqs,Imalaba Dispensary,16484,,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
Kenya,Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,ZWaly1q0aqs,Imalaba Dispensary,16484,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,3
Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,UV4fccuhV0R,Imanga Health Centre,18941,,WNFWVHMqPv9,MOH 731 Start HAART_ANC HV02-17,Y18_HV02-17,2
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Imara Health Centre,pM6L7uFojJG,Imara Health Centre,17685,Near Aa Mukuru,lJpaBye9B0H,MOH 731 On HAART at 1st ANC HV02-16,Y18_HV02-16,1
