orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
Kenya,Kisii County,South Mugirango Sub County,Tabaka Ward,Bokimai Dispensary,dZ06ZU1Ls42,Bokimai Dispensary,16974,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Kisii County,South Mugirango Sub County,Tabaka Ward,Bokimai Dispensary,dZ06ZU1Ls42,Bokimai Dispensary,16974,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Kisii County,South Mugirango Sub County,Tabaka Ward,Bokimai Dispensary,dZ06ZU1Ls42,Bokimai Dispensary,16974,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Kisii County,South Mugirango Sub County,Tabaka Ward,Bokimai Dispensary,dZ06ZU1Ls42,Bokimai Dispensary,16974,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,a6KR1c7QXeL,Bokole CDF Dispensary,11254,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,a6KR1c7QXeL,Bokole CDF Dispensary,11254,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,a6KR1c7QXeL,Bokole CDF Dispensary,11254,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,7
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,a6KR1c7QXeL,Bokole CDF Dispensary,11254,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,38
Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,a6KR1c7QXeL,Bokole CDF Dispensary,11254,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,16
Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,L7s7lF6nv95,Bokoli Hospital,15808,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,14
Kenya,Kajiado County,Loitokitok Sub County,Kuku Ward,Boma La Tumaini VCT,kh69W34qkjJ,Boma La Tumaini VCT,14260,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,14
Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,w84mh8esInK,Bomani Dispensary,11255,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,10
Kenya,Kilifi County,Kaloleni Sub County,Kaloleni Ward,Bombululu Medical Clinic,HI2fO8mdUf2,Bombululu Medical Clinic,16184,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kilifi County,Kaloleni Sub County,Kaloleni Ward,Bombululu Medical Clinic,HI2fO8mdUf2,Bombululu Medical Clinic,16184,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Kilifi County,Kaloleni Sub County,Kaloleni Ward,Bombululu Medical Clinic,HI2fO8mdUf2,Bombululu Medical Clinic,16184,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,2
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,42
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,J92hsLeBV21,Bomet Health Centre,14261,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,24
Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Youth centre,dYOS1su87Zt,Bomet Youth centre,19939,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Bomu Medical Center -Old Town,V0KORzfRrmj,Bomu Medical Center -Old Town,27408,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Bomu Medical Center -Old Town,V0KORzfRrmj,Bomu Medical Center -Old Town,27408,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Bomu Medical Center -Old Town,V0KORzfRrmj,Bomu Medical Center -Old Town,27408,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Bomu Medical Center -Old Town,V0KORzfRrmj,Bomu Medical Center -Old Town,27408,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,4
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,12
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,3
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,57
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),OtnHULC4QwB,Bomu Medical Centre (Likoni),11259,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,40
Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Bomu Medical Centre (Mariakani),w5udNAfZvrb,Bomu Medical Centre (Mariakani),18267,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Bomu Medical Centre (Mariakani),w5udNAfZvrb,Bomu Medical Centre (Mariakani),18267,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Bomu Medical Centre (Mariakani),w5udNAfZvrb,Bomu Medical Centre (Mariakani),18267,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Bomu Medical Centre (Mariakani),w5udNAfZvrb,Bomu Medical Centre (Mariakani),18267,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,3
Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Bomu Medical Centre (Mariakani),w5udNAfZvrb,Bomu Medical Centre (Mariakani),18267,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25
Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Bomu Medical Centre (Mariakani),w5udNAfZvrb,Bomu Medical Centre (Mariakani),18267,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,4
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,2
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,9
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,3
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,75
Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),BsbMOs77eO2,Bomu Medical Hospital (Changamwe),11258,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,46
Kenya,Kisumu County,Nyakach Sub County,Central Nyakach Ward,Bonde Dispensary,k2bd5BmXP2t,Bonde Dispensary,13506,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4
Kenya,Kisumu County,Nyakach Sub County,Central Nyakach Ward,Bonde Dispensary,k2bd5BmXP2t,Bonde Dispensary,13506,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8
Kenya,Kisumu County,Nyakach Sub County,Central Nyakach Ward,Bonde Dispensary,k2bd5BmXP2t,Bonde Dispensary,13506,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Dispensary (Nakuru Central),vPGUu3uwSan,Bondeni Dispensary (Nakuru Central),14263,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Dispensary (Nakuru Central),vPGUu3uwSan,Bondeni Dispensary (Nakuru Central),14263,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Dispensary (Nakuru Central),vPGUu3uwSan,Bondeni Dispensary (Nakuru Central),14263,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,8
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Dispensary (Nakuru Central),vPGUu3uwSan,Bondeni Dispensary (Nakuru Central),14263,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,28
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Dispensary (Nakuru Central),vPGUu3uwSan,Bondeni Dispensary (Nakuru Central),14263,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15
Kenya,Trans Nzoia County,Saboti Sub County,Kinyoro Ward,Bondeni Health Centre (Trans Nzoia - Saboti),kF4aaglTa6T,Bondeni Health Centre (Trans Nzoia - Saboti),14264,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Trans Nzoia County,Saboti Sub County,Kinyoro Ward,Bondeni Health Centre (Trans Nzoia - Saboti),kF4aaglTa6T,Bondeni Health Centre (Trans Nzoia - Saboti),14264,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11
Kenya,Trans Nzoia County,Saboti Sub County,Kinyoro Ward,Bondeni Health Centre (Trans Nzoia - Saboti),kF4aaglTa6T,Bondeni Health Centre (Trans Nzoia - Saboti),14264,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,BxIp7V5DU9D,Bondeni Sub County Hospital,14265,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,BxIp7V5DU9D,Bondeni Sub County Hospital,14265,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,BxIp7V5DU9D,Bondeni Sub County Hospital,14265,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,BxIp7V5DU9D,Bondeni Sub County Hospital,14265,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,BxIp7V5DU9D,Bondeni Sub County Hospital,14265,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,24
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,BxIp7V5DU9D,Bondeni Sub County Hospital,14265,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,2
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,6
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,21
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,4
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,64
Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Z6fKUbscAbZ,Bondo County Referral Hospital,13507,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,40
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,TRiVDQSVF92,Bondo Dispensary,21193,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,TRiVDQSVF92,Bondo Dispensary,21193,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,TRiVDQSVF92,Bondo Dispensary,21193,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,TRiVDQSVF92,Bondo Dispensary,21193,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,TRiVDQSVF92,Bondo Dispensary,21193,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Bongu Konyango Dispensary,x6bSboDXpcN,Bongu Konyango Dispensary,22192,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8
Kenya,Kisumu County,Seme Sub County,North Seme Ward,Bongu Konyango Dispensary,x6bSboDXpcN,Bongu Konyango Dispensary,22192,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kiambu County,Thika Town Sub County,Township Ward,Boore Clinic,VQmTtMzsPbf,Boore Clinic,10074,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Kiambu County,Thika Town Sub County,Township Ward,Boore Clinic,VQmTtMzsPbf,Boore Clinic,10074,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,13
Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Bora Bora Clinic,uYDT2t3bfbK,Bora Bora Clinic,13509,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,13
Kenya,Mombasa County,Kisauni Sub County,Shanzu Ward,Borabu Medical Clinic,zMZlZZkLMsd,Borabu Medical Clinic,11260,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Mombasa County,Kisauni Sub County,Shanzu Ward,Borabu Medical Clinic,zMZlZZkLMsd,Borabu Medical Clinic,11260,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Borangi Health Centre,bsMADcRqCTg,Borangi Health Centre,13511,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Borangi Health Centre,bsMADcRqCTg,Borangi Health Centre,13511,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Borangi Health Centre,bsMADcRqCTg,Borangi Health Centre,13511,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Borangi Health Centre,bsMADcRqCTg,Borangi Health Centre,13511,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4
Kenya,Kajiado County,Kajiado Central Sub County,Dalalekutuk Ward,Border Medical Care,I28fQeEU1Av,Border Medical Care,14268,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Kajiado County,Kajiado Central Sub County,Dalalekutuk Ward,Border Medical Care,I28fQeEU1Av,Border Medical Care,14268,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kajiado County,Kajiado Central Sub County,Dalalekutuk Ward,Border Medical Care,I28fQeEU1Av,Border Medical Care,14268,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kilifi County,Magarini Sub County,Adu Ward,Bore Imani Dispensary,IRn95hBIVNP,Bore Imani Dispensary,24120,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kilifi County,Magarini Sub County,Garashi Ward,Bore Singwaya Dispensary,Ji7T8UiRLsk,Bore Singwaya Dispensary,20309,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Borimagongo Dispensary,wJozP0NTKIa,Borimagongo Dispensary,25137,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Siaya County,Alego Usonga Sub County,Central Alego Ward,Boro Dispensary,xHviPII2Tc3,Boro Dispensary,13513,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Siaya County,Alego Usonga Sub County,Central Alego Ward,Boro Dispensary,xHviPII2Tc3,Boro Dispensary,13513,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Siaya County,Alego Usonga Sub County,Central Alego Ward,Boro Dispensary,xHviPII2Tc3,Boro Dispensary,13513,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Siaya County,Alego Usonga Sub County,Central Alego Ward,Boro Dispensary,xHviPII2Tc3,Boro Dispensary,13513,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4
