organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
PMtDVZGDXRv,Elwangale Health Centre,16714,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
fVYB9g9ByWU,Elwesero Model Health Centre,15874,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,43
Lbsm3keaoKp,Emali Model Health Centre,18260,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,26
RILlb5RVEkC,Ematsuli Dispensary,15875,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
fqT44AXXEda,Embakasi Health Centre,12935,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
ubYSAHlGbvb,Embu Level 5 Hospital,12004,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,41
WrPccSa6unz,Embulbul Catholic Dispensary,14445,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
ay5PGGqDcSh,Emc Kimumu Dispensary,16349,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
H8IRuq63RFl,Emmanuel Medical Clinic (Bungoma East),16707,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
arDVLu1shRK,Emuhaya Sub County Referral Hospital,15876,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
rGIiGfPUc5P,Emukaba Dispensary,20039,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
uShUZhhFGa4,Emung'abo Dispensary,25506,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
bdcsVP2hS8A,Emusire Sub County Hospital,16979,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
guZb4if7tPO,Emutsesa Health Centre,16055,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
I4AiM5QGOvq,Endarasha Rural Health Centre,10170,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
wDMlEPzlByw,Endau Dispensary,12008,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
CwoN2my0ByS,Endebess Sub- County Hospital,14455,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
fS76SN2mDYs,Engineer County Hospital,10171,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
EXKcBdOos7W,Entanda Health Centre,13545,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
iOaejculBnN,Entarara Health Centre,14467,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
zB3p8XXnfaC,Entasekera Health Centre,14479,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
lC6sEfdURfO,Entasopia Health Centre,14469,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
BFMszIA8Pqk,Equator Nursing and Maternity Home,15880,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
YFxkxX3dyJ0,Esani Sub-District Hospital,13548,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
hUDoz9oxecE,Eshiongo Dispensary,15883,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
HrHLibwIUXR,Esidende Dispensary,26227,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
kH3yXjFQi6C,Esikulu Dispensary,20171,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
FHYf7mQFpOT,Etago Sub-county Hospital,13550,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
xeJN8pFmFkk,Family Medical Centre (Kisauni),11370,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
dIQa6MENmm5,Fatima Health Centre (Lenkism),14493,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
j1cuuNQ8Ij7,Fatima Maternity Hospital,14494,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
dGGuPEx55Jl,FHOK - Family Care Medical Centre,14177,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Q9N0D3AoEOJ,Forttenan Sub County Hospital,14501,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
rvY6Idb4l9H,Fremo Medical Centre,18612,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,63
OjfMUlTYbK1,Gachege Dispensary,10194,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
lHuuAQl16rT,Gachororo Health Centre,18608,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,76
fvnBMGJT2Sb,Gaichanjiru Hospital,10199,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,116
N77UkGoiY0M,Gakoe Health Centre,10202,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
IySCUcTUhjm,Galilee Hospital,22065,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
SqO6tJoEOCP,Garashi Dispensary,11384,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
eOwcPUHIpgE,Garissa Level 5 Teaching and Referral Hospital,13346,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
JfanPlPxNKE,Gategi Health Centre,16463,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
wOcT7C4Gqzh,Gathanga Health Centre,10214,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
ehpr8xAbdML,Gathigiriri Health Centre,10217,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
RPNI2yciVPb,Gatimu Health Centre,18781,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
WrZYJH3y1Fh,Gatundu district hospital,10233,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,69
gTC4YDSbhb6,Gatunga Model Health Centre,18080,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
dUO3G9O89X7,Gatunyu Dispensary,10234,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
KKndGuWgx1c,Gatura Healh Centre,10236,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West),22949,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
MzCL8JfJrqp,Gertrude Komarock Clinic,17725,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
PpQmurYqrCk,Gertrudes Childrens Hospital,12950,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,209
nt3hEvSThtX,Getambwega Dispensary,13565,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
TjAizB1Q3zr,Getare Health Centre,13566,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,27
pti6tGt9YYZ,Giaki Health Centre,12036,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
EXU7tMZZkA3,Giatunda Dispensary,13573,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
HdbugkfTIcQ,Gichuru Dispensary,10252,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
oIIfRe93pdC,Gikui Health Centre,10256,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
xa8ZMxIarv6,Giribe Dispensary,13576,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
xPIE2QUchap,Gitare Health Centre (Gatundu),10257,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
bGUaAhlsRqp,Githogoro Runda Baptist Clinic (Getrudes Nairobi),18887,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,90
XFmkizVkihs,Githongo District Hospital,12041,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
rg99yzExwVO,Githunguri Health Centre,10269,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,77
oywqPDtNrTb,Githunguri Health Centre (Ruiru),16748,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,23
gPcV4qc8ja2,Githurai 44 Health Centre,29630,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
xMHtgmoaubR,Givole Dispensary,17182,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
VXVnMudPuzv,GK Prison Dispensary,10189,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
VCqt9ZTuNPR,GK Prison Dispensary ( Bungoma South),15890,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
gjWuUkoUd6U,GK Prison Dispensary (Embu),12045,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,152
LkfOK4vuGtY,GK Prison Dispensary (Gathigiriri ),10285,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
yfWjbUihHoJ,GK Prison Dispensary (Kingongo),10286,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
kY6qpwJgtAj,GK Prison Dispensary (Machakos),12048,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
IWJbY68Aqac,GK Prison Dispensary (Murang'a),10287,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
EiBCq9lN9VE,GK Prison Dispensary (Nandi Central),14518,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,362
X7Y1EhqSJLb,GK Prisons Dispensary,14523,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
kIKjM5pMTat,GK Prisons Dispensary (Busia),15891,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
s6uqKjvWZ5a,GK Prisons Dispensary (Eldoret East),14519,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
zPB3UE70MQi,GK Prisons Dispensary (Kericho),14521,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,71
g4uByH1jMGl,GK Prisons Dispensary (Kiambu Town),10290,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
XdmsyjZT77E,GK Prisons Dispensary (Kibos),13579,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
KLUEa9XQAXi,GK Prisons Dispensary (Ngeria),14524,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38
APRSsUJAVrP,Gobei Health Centre,13581,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
G44EhGVs2FX,God Jope Dispensary,13582,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
Dp9uga9zfqH,God Kwer Dispensary,13583,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,82
IlPlC1wPLOt,Godber Health Centre,13584,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21
kdWojQWcVGb,Godbura Health Centre,13585,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
gayIyTyhzca,GOK Prison Siaya,18264,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
KRC06WZHgOL,Gongo Health Centre.,13587,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
hRvE0UfQ1LZ,Gongoni Health Centre,11401,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
DPmbpX7Npsj,Good Shepherd Ang'iya,17747,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
DVnHWnAZOjR,Got Agulu Sub-District Hospital,13588,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,79
Wd7fRx7kIDT,Got Kojowi Health Centre,13589,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
LUgqcwSvTS4,Got Matar Health Centre,13590,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
FxwJAofV4uL,Got Nyabondo Health Centre,13591,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
M6pRVexaXwC,Got Osimbo Dispensary,18321,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
S3nhzDadRjF,Got Oyaro Dispensary,13592,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
dDUH3HhyOUc,Got Regea Dispensary,17520,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
tpE3vgau3jI,Gotichaki Health Centre,13593,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
DWLpIjoOcan,GSU Training School,12962,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
Y87ZGSAcivK,Gucha Sub County Referral Hospital,13594,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,41
K7r7jBykuLt,Guru Nanak Hospital,12965,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
fb6IuqPC7fr,Gwitembe Health Centre,13597,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
zwnu6Pa5gLi,Hamisi Sub County Hospital,15894,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
zYY0B4vnqpE,Hamundia Health Centre,16753,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
wgZ2mHu3aX9,Holo Dispensary,17118,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
g9QbZTBk5sC,Holy Cross Dispensary,10321,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
CmIEKqOW8Lg,Holy family Catholic Hospital (Githunguri),19963,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
qZqNL79w8Zg,Holy Family Nangina Mission Hospital,16073,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,61
yYUcfesOy2t,Holy Family Oriang Health Centre 3A,13604,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,54
q1W718UMFWK,Homa Bay County Teaching and Referral Hospital,13608,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,229
N6Z5RiN7cJl,Homa Hills Health Centre,13606,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,100
NkqwenLKRZh,Homa Lime Health Centre,13607,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
sL4A85fJAXA,Hongo Ogosa Health Centre,13609,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,50
AHVXluh93vZ,Hope Compassionate (ACK) Dispensary,16983,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
Q4d8psx1iAH,House of Hope Medical Centre,18720,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,40
gI1M6tOngcz,Hoymas Medical Clinic,23993,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
qOMMbIs7KOd,Hoymas VCT (Nairobi),20063,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
it85wWtSqRp,Huruma District Hospital,14555,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1935
Kj2rML8tFk2,Huruma Health Centre (Laikipia East),14553,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,88
m0NMs35zjQP,Huruma Lions Dispensary,12974,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
eu57gimZRDs,Huruma Nursing Home and Maternity,12976,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ZVjBzM0mybV,HWWK Maua Dice,24622,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
Px9lcrdOOO6,ICFM Dreamland Mission Hospital,15864,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
rWIwO9kmzvi,ICRH Drop In Centre (Kilifi),22479,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
QXAvtxBS2Ts,Iduku Dispensary,15896,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
hgYuumviWXp,Igara Dispensary,15897,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
I0kQUozVjhZ,Igegania Sub-County Hospital,10338,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
WVQA3Ztjy6t,Iguhu Sub County Hospital,15899,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
uBIn3KIzOjH,Ikanga Sub county Hospital,12077,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
eDnqMm7SRAg,Ikombe Dispensary,12078,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
kTrvZAjAcnU,Ikonge Dispensary,13617,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
I3Z2QMRd8GN,Ikutha Sub County Hospital,12080,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
ZQsMimOSlOo,Ilatu Health Centre (Makindu),19976,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
ZWaly1q0aqs,Imalaba Dispensary,16484,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
z3XPCm6Ssp3,Imbiakalo Dispensary,15901,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
Ez2eGQ08d9R,Immaculate Heart of Mary Hospital,10349,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
FqsoLjbSI9A,Indangalasia Dispensary,17929,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
mkNBcYMAbpp,Inkoirienito Dispensary,16329,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
IJsvzmOlTiR,Integrated Development Fund (Idf) VCT,17585,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
NJ9UDodbyoQ,Inuka Hospital & Maternity Home,13618,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
rI8R5Xp4mez,Inyali Dispensary,15903,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
dkMPYVAjhuZ,Inyuu Health Centre,12091,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
y8Mv4FOBkUn,IOM Wellness Clinic,19471,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
Xm3UkkgGu65,Ipali Health Centre,15904,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,46
cdSguOsrorH,Iraha Dispensary,13619,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
dwsqnJOgFCH,Isbania Prevention Centre,20019,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
gFC5kCFDDqG,Isebania Sub County Hospital,13625,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
kgwPDqMydjo,Ishiara Sub-District Hospital,16464,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
wKoJ3NCXobv,Isibania Mission Health Centre,13624,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
zDGztuhkhx7,Isinya Health Centre,14582,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
Q5AJ6hof4bq,Iten County Referral Hospital,14586,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1768
w6so9GSaap0,Ithanga Health Centre,10357,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,33
iw6A6nx6ugM,Ivochio Dispensary,21089,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
FvG8gxqqOvf,Jamaa Mission Hospital,12984,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,41
HwRb5Ackqm4,Jambo Medical Clinic,11425,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
dZqf3vmMjm0,Jamii Hospital,10368,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
i5xqkKYKNci,Jamji Dispensary,14592,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,127
a8sU1OkbQd2,Janeiro Nursing Home,21135,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
JM72QVwNQhk,Jera Dispensary,13634,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
XN6yIZhe3bj,Jericho Health Centre,12988,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38
kZ1VUENMMCn,Jibana Sub District Hospital,11432,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
ZEnaTQlPYZK,Jimba Dispensary,22766,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
z3AgIssDxSc,Jirani Diagnostic Centre Machakos,21805,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,48
INawALMkXAS,JKUAT Hospital,10378,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
SiFad15yKhZ,JM Kariuki County Memorial Hospital (Olkalou),10916,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,82
OjKfyArZa2J,Jocham Hospital,11434,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,58
tiI9qrpW3VL,Johpas Clinic,13636,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
H5Mn5QSE0CM,Joscare Medical Clinic,23309,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
s660dO8z7o6,Juja Farm Health Centre,10386,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
lR6W5tK8hAq,Junda Dispensary,20491,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
GeQ8joSYNcm,Kaanwa Dispensary,12119,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
l6jqUUJvImb,Kabarak Health Centre,14606,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
KmYG2XJfp6W,Kabianga Health Centre,14613,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,44
JTzEgarJilV,Kabichbich Health Centre,14615,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
Zzn7r9ALZIk,Kabiemit Dispensary (Mosop),14618,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
N20zYMSUtas,Kabirirsang Dispensary,14630,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,184
XzKZTSICokw,Kabiyet Sub County Hospital,14623,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
t68YwvegZ4I,Kabondo Sub County Hospital,13638,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
fMFsmycdb6z,Kaboson Health Centre,14628,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,110
OOXFr1NfIlA,Kabuchai Health Centre,15911,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
S1i3cmxCbgX,Kabula Health Centre,15912,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
FeUHA7ixSA6,Kabura Uhuyi Dispensary,17531,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
WLvYlxbdgy7,Kabutii-Matiret Dispensary,14633,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
WDe0umtdbif,Kabuto Dispensary,13639,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
oGOpu3nlItw,Kacheliba Sub County Referral Hospital,14634,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
iAuQRWVoRpK,Kadenge Ratuoro Health Centre,13641,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
My0xFBJaM5c,Kadinda Health Centre,16283,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
K4FWeDZV2o0,Kaelo Dispensary,17381,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
L3Cj0eucYCp,Kagumo Health Centre,10402,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
dtRiIn99llQ,Kahawa West Health Centre,12997,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
q6NwSRm7CoV,Kahembe Health Centre,10419,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
MDeK1JwZtsM,Kaibei Dispensary,14639,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
xNQuM1wTWrJ,Kaiboi Mission Health Centre,14640,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,360
