orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Nairobi County,Embakasi Central Sub County,Kayole Central Ward,Diwopa Health Centre,j9ewGdCa9TX,Diwopa Health Centre,12917,Near Naivash Komarock on Spine Road,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,30
Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward,DOD MRS Dispensary,ctHCPHLxZne,DOD MRS Dispensary,12918,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,33
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,17
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,3
Kenya,Nairobi County,Langata Sub County,Mugumo-ini Ward,Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,2
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kasipul Ward,Dol Kodera Health Centre,UErHjkqUiTD,Dol Kodera Health Centre,24094,Health Centre,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,29
Kenya,Homa Bay County,Rachuonyo South Sub County,West Kasipul Ward,Dol Kodera Health Centre,UErHjkqUiTD,Dol Kodera Health Centre,24094,Health Centre,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,Doldol Sub County Hospital,wm5jiU5wkdW,Doldol Sub County Hospital,14404,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,279
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,Doldol Sub County Hospital,wm5jiU5wkdW,Doldol Sub County Hospital,14404,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,1
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,Doldol Sub County Hospital,wm5jiU5wkdW,Doldol Sub County Hospital,14404,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,1
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,121
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,11
Kenya,Siaya County,Gem Sub County,East Gem Ward,Dolphil Nursing & Maternity Home,iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,11
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Baldo Dispensary,EsCgWeVylgK,Don Baldo Dispensary,25767,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,2
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,40
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,3
Kenya,Muranga County,Muranga South Sub County,Makuyu Ward,Don Bosco Catholic Dispensary,l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,3
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,1045
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,17
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,96
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Donholm (EDARP) Clinic,hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,96
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,143
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,9
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,9
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Nursing Home,IT7tfsvzcMP,Donyo Sabuk Nursing Home,11988,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,23
Kenya,West Pokot County,Pokot Central Sub County,Masool Ward,Dr David Roden Mission Health Center Tikit,qQiYx8IKtVb,Dr David Roden Mission Health Center Tikit,20680,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,59
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Dr Ngotho Medical Clinic,vCXyv0G01bZ,Dr Ngotho Medical Clinic,14418,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,12
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Dr Osore's Clinic,KnfISCkmndB,Dr Osore's Clinic,20551,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,75
Kenya,Kilifi County,Magarini Sub County,Sabaki Ward,Dr Yunus Clinic (Maimoon),yNcRuw6Qs2U,Dr Yunus Clinic (Maimoon),11358,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,57
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,30
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,64
Kenya,Nairobi County,Langata Sub County,Karen Ward,Dreams Center Dispensary,rGgw3l0bHEI,Dreams Center Dispensary,12929,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,64
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Dry's Dispensary,y4j4F4aVAy2,Dry's Dispensary,17063,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,2
Kenya,Kwale County,Kinango Sub County,Ndavaya Ward,Dudu Dispensary,RykV1VBcLQa,Dudu Dispensary,29503,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,27
Kenya,Wajir County,Wajir North Sub County,Godoma Ward,Dugo Health Centre,XNMlwPFTe1J,Dugo Health Centre,13330,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,40
Kenya,Garissa County,Balambala Sub County,Balambala Ward,Dujis Health Centre,RJoY8CWjrp9,Dujis Health Centre,13331,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,258
Kenya,Marsabit County,North Horr Sub County,Dukana Ward,Dukana Health Centre (North Horr),fHfJGiXb7pB,Dukana Health Centre (North Horr),11990,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,139
Kenya,Kwale County,Kinango Sub County,Kinango Ward,Dumbule Dispensary,lJ0SHVLmeNA,Dumbule Dispensary,21945,Along kinango mazera road,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,81
Kenya,Nakuru County,Nakuru North Sub County,Dundori Ward,Dundori Health Centre,x2ByD5QP18B,Dundori Health Centre,14424,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,696
Kenya,Nakuru County,Nakuru North Sub County,Dundori Ward,Dundori Health Centre,x2ByD5QP18B,Dundori Health Centre,14424,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3
Kenya,Nakuru County,Nakuru North Sub County,Dundori Ward,Dundori Health Centre,x2ByD5QP18B,Dundori Health Centre,14424,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,15
Kenya,Nakuru County,Nakuru North Sub County,Dundori Ward,Dundori Health Centre,x2ByD5QP18B,Dundori Health Centre,14424,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,15
Kenya,Kilifi County,Ganze Sub County,Ganze Ward,Dungicha Dispensary,edVT1j1E1yC,Dungicha Dispensary,19024,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,126
Kenya,Kilifi County,Ganze Sub County,Ganze Ward,Dungicha Dispensary,edVT1j1E1yC,Dungicha Dispensary,19024,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,2
Kenya,Kilifi County,Ganze Sub County,Ganze Ward,Dungicha Dispensary,edVT1j1E1yC,Dungicha Dispensary,19024,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,2
Kenya,Isiolo County,Garbatulla Sub County,Kinna Ward,Duse Dispensary,iaXccnqMkxs,Duse Dispensary,20829,Level 1 facility,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,18
Kenya,Isiolo County,Garbatulla Sub County,Kinna Ward,Duse Dispensary,iaXccnqMkxs,Duse Dispensary,20829,Level 1 facility,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Makueni County,Kibwezi East Sub County,Thange Ward,Dwa Health Centre,e0zO0k8UvlD,Dwa Health Centre,11991,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,6
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dzikunze Dispensary,HWKmcSTRCuv,Dzikunze Dispensary,11359,Kilifi- Matano mane Dzikunze road near Dzikunze shopping centre,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,271
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dzikunze Dispensary,HWKmcSTRCuv,Dzikunze Dispensary,11359,Kilifi- Matano mane Dzikunze road near Dzikunze shopping centre,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dzikunze Dispensary,HWKmcSTRCuv,Dzikunze Dispensary,11359,Kilifi- Matano mane Dzikunze road near Dzikunze shopping centre,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,2
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Dzikunze Dispensary,HWKmcSTRCuv,Dzikunze Dispensary,11359,Kilifi- Matano mane Dzikunze road near Dzikunze shopping centre,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,2
Kenya,Nairobi County,Westlands Sub County,Kangemi Ward,Eagle Health Care,y66tzv9tspm,Eagle Health Care,21146,"Medical Clinic  Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,276
Kenya,Nairobi County,Westlands Sub County,Kangemi Ward,Eagle Health Care,y66tzv9tspm,Eagle Health Care,21146,"Medical Clinic  Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Nairobi County,Westlands Sub County,Kangemi Ward,Eagle Health Care,y66tzv9tspm,Eagle Health Care,21146,"Medical Clinic  Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,6
Kenya,Nairobi County,Westlands Sub County,Kangemi Ward,Eagle Health Care,y66tzv9tspm,Eagle Health Care,21146,"Medical Clinic  Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,6
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Eagle Health Clinic,FpYNpPZwGHO,Eagle Health Clinic,19542,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,177
Kenya,Makueni County,Kilome Sub County,Kima Kiu/Kalanzoni Ward,Eagles Health Solution Clinic,DKv9lrKJWEZ,Eagles Health Solution Clinic,20738,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,34
Kenya,Laikipia County,Laikipia North Sub County,Mugogodo East Ward,East Laikipia Dispensary,kkM65PEZPa8,East Laikipia Dispensary,21122,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,37
Kenya,Nairobi County,Kamukunji Sub County,Airbase Ward,Eastleigh Health Centre,OkCML3CEtNi,Eastleigh Health Centre,12930,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,1174
Kenya,Nairobi County,Kamukunji Sub County,Airbase Ward,Eastleigh Health Centre,OkCML3CEtNi,Eastleigh Health Centre,12930,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12
Kenya,Nairobi County,Kamukunji Sub County,Airbase Ward,Eastleigh Health Centre,OkCML3CEtNi,Eastleigh Health Centre,12930,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,25
Kenya,Nairobi County,Kamukunji Sub County,Airbase Ward,Eastleigh Health Centre,OkCML3CEtNi,Eastleigh Health Centre,12930,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,25
Kenya,Nakuru County,Naivasha Sub County,Lake View Ward,EastValley Nursing Home(Naivasha),YKgFUxvYWE8,EastValley Nursing Home(Naivasha),23978,Located along Naivasha Nairobi Highway near Kayole,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,19
Kenya,Makueni County,Mbooni Sub County,Mbooni Ward,Ebenezer Dispensary,BZMobPU9PBn,Ebenezer Dispensary,11994,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,57
Kenya,Kilifi County,Malindi Sub County,Malindi Town Ward,Ebenezer Medical Clinic (Malindi),qS4uqSFF9dW,Ebenezer Medical Clinic (Malindi),11362,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,72
Kenya,Kilifi County,Malindi Sub County,Malindi Town Ward,Ebenezer Medical Clinic (Malindi),qS4uqSFF9dW,Ebenezer Medical Clinic (Malindi),11362,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2
Kenya,Bungoma County,Tongaren Sub County,Soysambu/Mitua Ward,Ebenezer Nursing Home,av9lC2MABdS,Ebenezer Nursing Home,16761,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,126
Kenya,Bungoma County,Tongaren Sub County,Soysambu/Mitua Ward,Ebenezer Nursing Home,av9lC2MABdS,Ebenezer Nursing Home,16761,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2
Kenya,Narok County,Narok North Sub County,Narok Town Ward,Ebenezer reproductive health clinic,tW1xS3c0EFF,Ebenezer reproductive health clinic,20549,clinic,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,54
Kenya,Kisii County,Bomachoge Borabu Sub County,Magenche Ward,Eberege Health Centre,myj906QbZw3,Eberege Health Centre,13536,Level 3,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,241
Kenya,Kisii County,Bomachoge Borabu Sub County,Magenche Ward,Eberege Health Centre,myj906QbZw3,Eberege Health Centre,13536,Level 3,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Kisii County,Bomachoge Borabu Sub County,Magenche Ward,Eberege Health Centre,myj906QbZw3,Eberege Health Centre,13536,Level 3,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,8
Kenya,Kisii County,Bomachoge Borabu Sub County,Magenche Ward,Eberege Health Centre,myj906QbZw3,Eberege Health Centre,13536,Level 3,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,8
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Ebiosi Dispensary,UEJxmPNY4kB,Ebiosi Dispensary,13537,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,51
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Ebiosi Dispensary,UEJxmPNY4kB,Ebiosi Dispensary,13537,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,1
Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Ebiosi Dispensary,UEJxmPNY4kB,Ebiosi Dispensary,13537,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,1
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,109
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,9
Kenya,Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,Ky6P5BmX0sQ,Ebuhala Health Centre,20515,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,9
Kenya,Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukanga Dispensary,A2vpkzQnTO0,Ebukanga Dispensary,15865,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,102
Kenya,Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukanga Dispensary,A2vpkzQnTO0,Ebukanga Dispensary,15865,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,2
Kenya,Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukanga Dispensary,A2vpkzQnTO0,Ebukanga Dispensary,15865,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,4
Kenya,Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Ebukhaya Dispensary,nZiA7IQmpaj,Ebukhaya Dispensary,25341,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,55
Kenya,Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Ebukhaya Dispensary,nZiA7IQmpaj,Ebukhaya Dispensary,25341,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,1
Kenya,Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Ebukhaya Dispensary,nZiA7IQmpaj,Ebukhaya Dispensary,25341,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,1
Kenya,Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukoolo Dispensary,EG1SVurEMgh,Ebukoolo Dispensary,17113,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,61
Kenya,Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukoolo Dispensary,EG1SVurEMgh,Ebukoolo Dispensary,17113,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,2
Kenya,Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukoolo Dispensary,EG1SVurEMgh,Ebukoolo Dispensary,17113,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,2
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Eburi Dispensary,DkaJxv6rD7c,Eburi Dispensary,16975,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,81
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Eburi Dispensary,DkaJxv6rD7c,Eburi Dispensary,16975,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Eburi Dispensary,DkaJxv6rD7c,Eburi Dispensary,16975,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,1
Kenya,Kisii County,South Mugirango Sub County,Moticho Ward,Eburi Dispensary,DkaJxv6rD7c,Eburi Dispensary,16975,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,1
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Eburru Dispensary,ffIfsLKrhKK,Eburru Dispensary,14425,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,119
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Eburru Dispensary,ffIfsLKrhKK,Eburru Dispensary,14425,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Eburru Dispensary,ffIfsLKrhKK,Eburru Dispensary,14425,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,2
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Eburru Dispensary,ffIfsLKrhKK,Eburru Dispensary,14425,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,2
Kenya,Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,t8pVCEXnij3,Ebusiratsi Health Centre,15866,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,309
Kenya,Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,t8pVCEXnij3,Ebusiratsi Health Centre,15866,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2
Kenya,Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,t8pVCEXnij3,Ebusiratsi Health Centre,15866,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,21
Kenya,Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,t8pVCEXnij3,Ebusiratsi Health Centre,15866,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,21
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,QiAHGmf0031,Ebusyubi Dispensary,15867,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,165
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,QiAHGmf0031,Ebusyubi Dispensary,15867,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,QiAHGmf0031,Ebusyubi Dispensary,15867,,oZc8MNc0nLZ,MOH 731 Known Positive at 1st ANC HV02-10,Y18_HV02-10,5
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,QiAHGmf0031,Ebusyubi Dispensary,15867,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,5
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebwiranyi Dispensary,f1XMflZkA3O,Ebwiranyi Dispensary,24884,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,130
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebwiranyi Dispensary,f1XMflZkA3O,Ebwiranyi Dispensary,24884,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3
Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,Ebwiranyi Dispensary,f1XMflZkA3O,Ebwiranyi Dispensary,24884,,qSgLzXh46n9,MOH 731 Known Positive at 1st ANC HV02-03,Y18_HV02-03,1
Kenya,Kajiado County,Kajiado North Sub County,Ongata Rongai Ward,Edali Medical Clinic,URDyI1NH44m,Edali Medical Clinic,26559,,ETX9cUWF43c,MOH 731 Initial test at ANC HV02-04,Y18_HV02-04,12
