orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,id,name,code,description,id,name,code,description,id,name,code,description,Oct to Dec 2022,Jan to Mar 2023,Apr to Jun 2023
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,BDPEHrovntA,20-24 (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,,1,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,BDPEHrovntA,20-24 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,8,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,awSDzziN3Dn,HIV Positive (Specific),,,,1,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,25,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,K9Cw4402aAh,25-29 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,9,14,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,JqZFtdn1sG3,30-34 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,24,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,JqZFtdn1sG3,30-34 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,12,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,ftAnvKhxRxl,35-39 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,9,18,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,5,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,kyKHoWxTzHR,40-44 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,10,10,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,kyKHoWxTzHR,40-44 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,2,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,MsbFixtB8mu,45-49 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,9,13,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,MsbFixtB8mu,45-49 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,2,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,bePcXLCq9Ov,50+ (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,8,9,
Kenya,Nyeri County,Kieni East Sub County,Kabaru Ward,Island Farms Dispensary,rSRGO1CcrFh,Island Farms Dispensary,Keipsl10355,,bePcXLCq9Ov,50+ (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,4,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,RV1ZeOr98rI,5-9 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,QOawCj9oLNS,15-19 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,6,3,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,QOawCj9oLNS,15-19 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,,7,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,BDPEHrovntA,20-24 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,18,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,BDPEHrovntA,20-24 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,16,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,11,7,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,K9Cw4402aAh,25-29 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,15,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,JqZFtdn1sG3,30-34 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,4,3,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,JqZFtdn1sG3,30-34 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,4,12,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,ftAnvKhxRxl,35-39 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,11,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,1,,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,14,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,kyKHoWxTzHR,40-44 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,12,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,kyKHoWxTzHR,40-44 (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,1,1,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,kyKHoWxTzHR,40-44 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,8,12,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,MsbFixtB8mu,45-49 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,9,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,MsbFixtB8mu,45-49 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,6,10,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,bePcXLCq9Ov,50+ (Specific),,,ZOYVg7Hosni,Females,,,awSDzziN3Dn,HIV Positive (Specific),,,2,,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,bePcXLCq9Ov,50+ (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,8,16,
Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Itiati Dispensary,epu5FTT3ATn,Itiati Dispensary,Keipsl10360,,bePcXLCq9Ov,50+ (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,7,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,BURHq262iEL,1-4 (Inclusive),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,3,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,BURHq262iEL,1-4 (Inclusive),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,tIZRQs0FK5P,10-14 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,QOawCj9oLNS,15-19 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,QOawCj9oLNS,15-19 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,2,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,BDPEHrovntA,20-24 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,5,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,BDPEHrovntA,20-24 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,4,2,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,19,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,K9Cw4402aAh,25-29 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,6,11,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,JqZFtdn1sG3,30-34 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,9,11,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,JqZFtdn1sG3,30-34 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,10,9,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,ftAnvKhxRxl,35-39 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,16,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,7,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,kyKHoWxTzHR,40-44 (Specific),,,ZOYVg7Hosni,Females,,,awSDzziN3Dn,HIV Positive (Specific),,,,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,kyKHoWxTzHR,40-44 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,5,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,kyKHoWxTzHR,40-44 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,11,2,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,MsbFixtB8mu,45-49 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,7,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,MsbFixtB8mu,45-49 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,3,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,bePcXLCq9Ov,50+ (Specific),,,ZOYVg7Hosni,Females,,,awSDzziN3Dn,HIV Positive (Specific),,,2,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,bePcXLCq9Ov,50+ (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,2,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,bePcXLCq9Ov,50+ (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,2,1,
Kenya,Nyeri County,Mathira East Sub County,Karatina Town Ward,Jamii Hospital,XDbVRCbUerv,Jamii Hospital,Keipsl10368,,bePcXLCq9Ov,50+ (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,12,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,RV1ZeOr98rI,5-9 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,tIZRQs0FK5P,10-14 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,,3,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,QOawCj9oLNS,15-19 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,2,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,QOawCj9oLNS,15-19 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,2,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,BDPEHrovntA,20-24 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,9,17,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,BDPEHrovntA,20-24 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,10,5,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,11,9,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,K9Cw4402aAh,25-29 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,16,10,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,JqZFtdn1sG3,30-34 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,15,15,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,JqZFtdn1sG3,30-34 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,9,5,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,ftAnvKhxRxl,35-39 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,8,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,,1,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,6,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,kyKHoWxTzHR,40-44 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,4,11,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,kyKHoWxTzHR,40-44 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,10,11,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,MsbFixtB8mu,45-49 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,4,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,MsbFixtB8mu,45-49 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,4,6,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,bePcXLCq9Ov,50+ (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,8,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,bePcXLCq9Ov,50+ (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,2,,
Kenya,Nyeri County,Mathira West Sub County,Kirimukuyu Ward,Kaiyaba Dispensary,CulVPq3N4JO,Kaiyaba Dispensary,Keipsl10435,,bePcXLCq9Ov,50+ (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,7,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,BURHq262iEL,1-4 (Inclusive),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,,1,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,RV1ZeOr98rI,5-9 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,,2,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,RV1ZeOr98rI,5-9 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,2,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,tIZRQs0FK5P,10-14 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,,2,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,tIZRQs0FK5P,10-14 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,1,2,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,QOawCj9oLNS,15-19 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,5,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,QOawCj9oLNS,15-19 (Specific),,,hDBPKTjUPDm,Males,,,awSDzziN3Dn,HIV Positive (Specific),,,,1,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,QOawCj9oLNS,15-19 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,4,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,BDPEHrovntA,20-24 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,7,19,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,BDPEHrovntA,20-24 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,8,12,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,awSDzziN3Dn,HIV Positive (Specific),,,1,,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,K9Cw4402aAh,25-29 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,3,17,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,K9Cw4402aAh,25-29 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,2,8,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,JqZFtdn1sG3,30-34 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,6,14,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,JqZFtdn1sG3,30-34 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,5,6,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,ftAnvKhxRxl,35-39 (Specific),,,ZOYVg7Hosni,Females,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,4,16,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,ftAnvKhxRxl,35-39 (Specific),,,hDBPKTjUPDm,Males,,,EvyNJHbQ7ZE,HIV Negative (Specific),,,8,9,
Kenya,Nyeri County,Nyeri South Sub County,Mahiga Ward,Kamoko Health Centre,OPRwXx2qkCY,Kamoko Health Centre,Keipsl10450,,kyKHoWxTzHR,40-44 (Specific),,,ZOYVg7Hosni,Females,,,awSDzziN3Dn,HIV Positive (Specific),,,,1,
