created,facility,ward,subcounty,county,MOH_FacilityID,MOH_IndicatorCode,category,DATIM_Disag_ID,indicators,DATIM_Disag_Name,khis_data,datim_data,weight,concodance(%),khis_minus_datim
2021-10-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",4,4,0.0014858841010401188,0.1485884101040119,0
2022-06-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",82,16,0.005943536404160475,0.1940746580950359,66
2021-12-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,e93GKJTHKAX,TX_CURR,Hyvw9VnZ2ch.NCnIv37EwU1,MOH 731 On ART_20-24(M) HV03-034,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2021-12-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2021-11-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",1,1,0.0003714710252600297,0.03714710252600297,0
2022-03-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,oOOnacUi9Jm,TX_CURR,Hyvw9VnZ2ch.LpnJL4zZxRH,MOH 731 On ART_15-19(M) HV03-032,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Male, Positive",3,2,0.0007429420505200594,0.05943536404160476,1
2022-08-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",79,5,0.0018573551263001485,0.022111370551192243,74
2022-05-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,Jbu4if6gtDp,TX_CURR,Hyvw9VnZ2ch.tEMe0224zlP,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",7,2,0.0007429420505200594,0.03301964668978042,5
2021-12-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",7,4,0.0014858841010401188,0.10806429825746319,3
2022-06-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,e93GKJTHKAX,TX_CURR,Hyvw9VnZ2ch.NCnIv37EwU1,MOH 731 On ART_20-24(M) HV03-034,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Male, Positive",2,2,0.0007429420505200594,0.07429420505200594,0
2021-11-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,EhZQp3PTA3C,TX_CURR,Hyvw9VnZ2ch.LyXZybq6Sjf,MOH 731 On ART_20-24 (F) HV03-035,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 20-24, Female, Positive",10,9,0.0033432392273402673,0.31672792680065687,1
2022-01-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.yWgBf6UOK8d,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",922,81,0.030089153046062408,0.48598632038505585,841
2022-07-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.ay6Bp2UGIE5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",954,47,0.017459138187221397,0.16395194701286825,907
2022-05-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.N9EXA1gNh16,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",411,57,0.021173848439821695,0.5157732312264258,354
2022-07-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.lNnwcd2RT4K,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",417,44,0.01634472511144131,0.31200342945918336,373
2022-04-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.YOMb0sp9VLV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Female, Positive",932,34,0.01263001485884101,0.088906936894533,898
2022-08-01,Masaba District Hospital,Rigoma Ward,Masaba North Sub County,Nyamira County,Kp2Kfseofdd,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.Yy619I6uuTP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",415,26,0.009658246656760773,0.11388408756271207,389
2022-03-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,GSEmLUnrvzj,TX_CURR,Hyvw9VnZ2ch.AG0milXShQM,MOH 731 On ART_10-14 (F) HV03-031,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Female, Positive",5,4,0.0014858841010401188,0.13207858675912168,1
2022-08-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",47,3,0.001114413075780089,0.01337295690936107,44
2022-05-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",43,15,0.005572065378900446,0.2882102782189886,28
2021-10-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.y9LP85d8t4b,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",25,3,0.001114413075780089,0.023880280195287623,22
2021-11-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",50,12,0.004457652303120356,0.17255428270143314,38
2022-01-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.YDzeLL6xf5o,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",25,3,0.001114413075780089,0.023880280195287623,22
2022-02-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",47,4,0.0014858841010401188,0.023307985898668532,43
2021-10-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",44,6,0.002228826151560178,0.05349182763744428,38
2022-06-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.XcW5HWccYYZ,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",28,1,0.0003714710252600297,0.002561869139724343,27
2022-03-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.yWgBf6UOK8d,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",45,2,0.0007429420505200594,0.006322911068255825,43
2022-07-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",28,1,0.0003714710252600297,0.002561869139724343,27
2022-05-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",27,16,0.005943536404160475,0.4423096858910121,11
2022-01-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.y9LP85d8t4b,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",36,1,0.0003714710252600297,0.0020079514878920527,35
2022-01-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",79,12,0.004457652303120356,0.11756445634603138,67
2022-04-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.YDzeLL6xf5o,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",38,5,0.0018573551263001485,0.04319430526279415,33
2022-07-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.XcW5HWccYYZ,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",39,5,0.0018573551263001485,0.04221261650682155,34
2022-06-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",39,5,0.0018573551263001485,0.04221261650682155,34
2021-10-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,Jbu4if6gtDp,TX_CURR,Hyvw9VnZ2ch.tEMe0224zlP,MOH 731 On ART_10-14(M) HV03-030,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 10-14, Male, Positive",4,4,0.0014858841010401188,0.1485884101040119,0
2022-03-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",79,20,0.007429420505200594,0.30017860627073106,59
2022-05-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",38,1,0.0003714710252600297,0.001904979616718101,37
2021-10-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.PEXIFVXGP9S,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",74,11,0.004086181277860327,0.10575998601520849,63
2022-02-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",82,9,0.0033432392273402673,0.06613000669464264,73
2022-08-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",80,7,0.002600297176820208,0.04184386261549759,73
2022-08-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.i1yTaswn4qW,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",36,8,0.0029717682020802376,0.10806429825746319,28
2021-11-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.yWgBf6UOK8d,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",77,1,0.0003714710252600297,0.0009524898083590505,76
2022-07-01,Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.ay6Bp2UGIE5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Female, Positive",81,2,0.0007429420505200594,0.003580443616964142,79
2022-06-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.YDzeLL6xf5o,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",7,3,0.001114413075780089,0.06686478454680535,4
2022-08-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.zqARzn2wVj5,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Female, Positive",26,4,0.0014858841010401188,0.0396235760277365,22
2022-02-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",22,2,0.0007429420505200594,0.012382367508667657,20
2022-03-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",8,1,0.0003714710252600297,0.008254911672445105,7
2022-05-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",25,7,0.002600297176820208,0.11376300148588409,18
2022-06-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.PEXIFVXGP9S,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",25,3,0.001114413075780089,0.023880280195287623,22
2022-05-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",7,2,0.0007429420505200594,0.03301964668978042,5
2022-07-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",25,3,0.001114413075780089,0.023880280195287623,22
2022-04-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.i1yTaswn4qW,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",7,1,0.0003714710252600297,0.009286775631500743,6
2022-01-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",23,2,0.0007429420505200594,0.01188707280832095,21
2021-12-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.N9EXA1gNh16,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",8,1,0.0003714710252600297,0.008254911672445105,7
2021-10-01,Isoge Health Centre,Esise Ward,Borabu Sub County,Nyamira County,aqfZGfHVbn2,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.yWgBf6UOK8d,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Female, Positive",20,2,0.0007429420505200594,0.013508037282182899,18
2021-12-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,AQsTt7jtKbt,TX_CURR,Hyvw9VnZ2ch.QqlHrg6f0Sm,MOH 731 On ART_15-19 (F) HV03-033,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 15-19, Female, Positive",3,5,0.0018573551263001485,0.13930163447251112,-2
2021-12-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.y9LP85d8t4b,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 25-29, Male, Positive",41,2,0.0007429420505200594,0.006911088842047064,39
2021-10-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.YDzeLL6xf5o,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Male, Positive",39,7,0.002600297176820208,0.07913947929452807,32
2022-01-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.XcW5HWccYYZ,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Male, Positive",41,5,0.0018573551263001485,0.04037728535435105,36
2021-12-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.Vi8sd7mvZW4,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 30-34, Female, Positive",64,14,0.005200594353640416,0.18668800243837388,50
2022-06-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.hRq4baaUamW,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 35-39, Female, Positive",76,17,0.006315007429420505,0.23087123935515824,59
2022-08-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zouTxRQ0kXP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Male, Positive",47,12,0.004457652303120356,0.18132822927947212,35
2022-04-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.zUjkTTlva36,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Male, Positive",46,1,0.0003714710252600297,0.0015807277670639563,45
2022-03-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.i1yTaswn4qW,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Male, Positive",43,3,0.001114413075780089,0.014535822727566379,40
2022-05-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.PEXIFVXGP9S,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 40-44, Female, Positive",80,8,0.0029717682020802376,0.054032149128731596,72
2021-11-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.N9EXA1gNh16,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",40,6,0.002228826151560178,0.058143290910265516,34
2022-04-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.J8fGj3Iefbc,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 45-49, Female, Positive",79,11,0.004086181277860327,0.09988443123658577,68
2022-02-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.lNnwcd2RT4K,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",42,2,0.0007429420505200594,0.0067540186410914495,40
2022-05-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.Yy619I6uuTP,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 65+, Male, Positive",46,2,0.0007429420505200594,0.006191183754333828,44
2022-01-01,Kineni Dispensary,Esise Ward,Borabu Sub County,Nyamira County,PKjDudRnOeJ,yNCUlEYkmyA,TX_CURR,Hyvw9VnZ2ch.VdMgEQkOtuV,MOH 731 On ART_25+ (F) HV03-037,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 50-54, Female, Positive",76,7,0.002600297176820208,0.04386043430781073,69
2022-02-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.N9EXA1gNh16,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 55-59, Male, Positive",25,3,0.001114413075780089,0.023880280195287623,22
2022-08-01,Embonga Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,wvzZZaYO0Fm,pR7VzBydoj3,TX_CURR,Hyvw9VnZ2ch.lNnwcd2RT4K,MOH 731 On ART_25+(M) HV03-036,"TX_CURR (N, DSD, Age/Sex/HIVStatus): Receiving ART 60-64, Male, Positive",25,1,0.0003714710252600297,0.002857469425077152,24
