id,name,lastUpdated,created,shortName,displayName,displayShortName,displayNumeratorDescription,denominatorDescription,displayDenominatorDescription,numeratorDescription,dimensionItem,displayFormName,numerator,denominator,dimensionItemType,indicatorType,indicatorGroups
"aEmbZO2b35O","MOS-MoH 730A Revision 2017 Medicines for Ols Amphotericin B 50mg IV Injection 1vial","2019-09-05T14:55:55.104000Z","2019-09-05T14:55:55.104000Z","MOS-MoH 730A Revision 2017 Medicines","MOS-MoH 730A Revision 2017 Medicines for Ols Amphotericin B 50mg IV Injection 1vial","MOS-MoH 730A Revision 2017 Medicines","MoH 730A +730B Revision 2017 Medicines for OIs Amphotericin B 50mg IV Injection 1vial PHYSICAL COUNT","MoH 730B Revision 2017 Medicines for OIs Amphotericin B 50mg IV Injection 1vial QUANTITY ISSUED","MoH 730B Revision 2017 Medicines for OIs Amphotericin B 50mg IV Injection 1vial QUANTITY ISSUED","MoH 730A +730B Revision 2017 Medicines for OIs Amphotericin B 50mg IV Injection 1vial PHYSICAL COUNT","aEmbZO2b35O","MOS-MoH 730A Revision 2017 Medicines for Ols Amphotericin B 50mg IV Injection 1vial","(#{L50s6D0CmoI.GvjV9gy3OOc} + #{Ywi6QrCf4wp.GvjV9gy3OOc})","#{Ywi6QrCf4wp.yP6vevc91WZ}","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AemzmLNt6Q7","HV03-23 (M) Starting ART - 15 years & older","2017-11-07T16:30:16.719000Z","2017-11-07T16:30:16.719000Z","HV03-23 (M) Starting ART - 15 years & older","HV03-23 (M) Starting ART - 15 years & older","HV03-23 (M) Starting ART - 15 years & older","HV03-23 (M) Starting ART - 15 years & older","HV03-23 (M) Starting ART - 15 years & older","HV03-23 (M) Starting ART - 15 years & older","HV03-23 (M) Starting ART - 15 years & older","AemzmLNt6Q7","HV03-23 (M) Starting ART - 15 years & older","#{yPGhCvz2bX2.NhSoXUMPK2K}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aeNficZ7N4J","MOH 643 TB molecular (Gene Xpert) cartridge MOS","2016-07-08T05:02:41.398000Z","2016-07-08T05:02:41.391000Z","MOH 643 TB molecular (Gene Xpert) cartridge MOS","MOH 643 TB molecular (Gene Xpert) cartridge MOS","MOH 643 TB molecular (Gene Xpert) cartridge MOS","TB molecular (Gene Xpert) cartridge","null","null","TB molecular (Gene Xpert) cartridge","aeNficZ7N4J","MOH 643 TB molecular (Gene Xpert) cartridge MOS","#{Pg1f9xaHehS.qPAeQirUKSq}/#{Pg1f9xaHehS.qv44xZjRAB8}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AEwBkehhvpY","Vitamin A Coverage for Children 6 - 59 Months","2018-06-22T11:30:46.167000Z","2018-06-21T13:00:20.717000Z","Vit A cov. children 6 - 59 Months","Vitamin A Coverage for Children 6 - 59 Months","Vit A cov. children 6 - 59 Months","Vitamin A supplementation 6 - 59 Months","Population 6 - 59 Months","Population 6 - 59 Months","Vitamin A supplementation 6 - 59 Months","AEwBkehhvpY","Vitamin A Coverage for Children 6 - 59 Months","#{MAGmTkOIZus.ieuodyY5ybC} + #{UTXjB4dxdrp} + #{Oaysbgtl1gF} + #{lxEQY7XM7Oy} + #{KXifjlklHaU} + #{cPeaV6caNqJ}","90 / 100 * #{KNrK5VWTZkx}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kGdVbkdUzdl,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,ly1jzPSOn2X,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"AFOLTw9ppnz","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Required","2016-05-30T16:42:01.257000Z","2016-05-30T16:42:01.253000Z","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Re","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Required","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Re","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Required","null","null","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Required","AFOLTw9ppnz","MOH 730Bb Raltegravir (RAL) 100mg tabs Quantity Required","(#{tUwIDx2oFjO.YS0bTLh3Q4O}*3)-#{tUwIDx2oFjO.D7WnuXFK7PR}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"ahMEvllHolz","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s","2017-11-21T09:59:05.216000Z","2017-11-21T09:59:05.216000Z","Moh730Arev2017aggdispensed36","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s","Moh730Arev2017aggdispensed36","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s numerator","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s denominator","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s denominator","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s numerator","ahMEvllHolz","MoH 730A rev2017 Aggregated Dispensed Adult preparations Lopinavir/ritonavir (LPV/r) 200/50mg Tablets 120s","#{GjYg7sEHVAx.yP6vevc91WZ}","1","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aHmjGAVOh02","TB-R/H 75/50 mg SoH","2016-06-02T09:24:04.373000Z","2016-05-31T15:44:07.660000Z","TB-R/H 75/50 mg SoH","TB-R/H 75/50 mg SoH","TB-R/H 75/50 mg SoH","R/H 75/50 mg","null","null","R/H 75/50 mg","aHmjGAVOh02","TB-R/H 75/50 mg SoH","#{D25RrfG5JlP.wGSba4uJwJ8}+#{L9uipIDbAd1.dRvK7VxuTSd}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"ahnjUU61VUU","TBS_CDRR Revision 2017 Pyridoxine 50mg Tablets Physical Stock","2019-10-27T22:23:15.295000Z","2019-10-27T22:23:15.295000Z","Pyridoxine 50mg Tablets Physical Stock","TBS_CDRR Revision 2017 Pyridoxine 50mg Tablets Physical Stock","Pyridoxine 50mg Tablets Physical Stock","TBS_CDRR Revision 2017 Pyridoxine 50mg Tablets Physical Stock","1","1","TBS_CDRR Revision 2017 Pyridoxine 50mg Tablets Physical Stock","ahnjUU61VUU","TBS_CDRR Revision 2017 Pyridoxine 50mg Tablets Physical Stock","#{hxjMP3iAMk8.PTYglXUo8ZN}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"Ai7ps1wbRAi","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Required","2016-05-30T16:31:21.014000Z","2016-05-30T16:31:21.011000Z","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Requ","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Required","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Requ","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Required","null","null","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Required","Ai7ps1wbRAi","MOH 730Bb Darunavir (DRV) 150mg Tabs Quantity Required","(#{FfZQ3UNST1x.YS0bTLh3Q4O}*3)-#{FfZQ3UNST1x.D7WnuXFK7PR}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AiDyE4D8uAb","MOH 730_Efavirenz (EFV) 600mg Tabs MoS","2016-06-02T17:23:30.299000Z","2016-06-02T17:23:30.297000Z","MOH 730_Efavirenz (EFV) 600mg Tabs MoS","MOH 730_Efavirenz (EFV) 600mg Tabs MoS","MOH 730_Efavirenz (EFV) 600mg Tabs MoS","Efavirenz (EFV) 600mg Tabs","null","null","Efavirenz (EFV) 600mg Tabs","AiDyE4D8uAb","MOH 730_Efavirenz (EFV) 600mg Tabs MoS","(#{ugsQqSyyZy2.hC4WAv2wKep}+#{B8QWYS3EJqZ.D7WnuXFK7PR})/#{B8QWYS3EJqZ.YS0bTLh3Q4O}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AIInSLuuJmc","MOH 730A Etravirine (ETV) 25mg tabs Quantity Required","2016-05-31T10:24:48.334000Z","2016-05-31T10:24:48.329000Z","MOH 730A Etravirine (ETV) 25mg tabs Quantity Requi","MOH 730A Etravirine (ETV) 25mg tabs Quantity Required","MOH 730A Etravirine (ETV) 25mg tabs Quantity Requi","MOH 730A Etravirine (ETV) 25mg tabs Quantity Required","null","null","MOH 730A Etravirine (ETV) 25mg tabs Quantity Required","AIInSLuuJmc","MOH 730A Etravirine (ETV) 25mg tabs Quantity Required","(#{aNq0Dcj4SSu.YS0bTLh3Q4O}*3)-#{fWTJUSnntn6.hC4WAv2wKep}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aiIRN4gMMJr","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Required","2016-05-31T10:20:14.518000Z","2016-05-31T10:20:14.511000Z","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Requir","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Required","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Requir","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Required","null","null","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Required","aiIRN4gMMJr","MOH 730A Darunavir (DRV) 75mg Tabs Quantity Required","(#{pZzARIwJbxo.YS0bTLh3Q4O}*3)-#{bZplX60YbPf.hC4WAv2wKep}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aiSoF0KXchu","EAC Admitted children under 1 year","2017-02-01T21:56:24.080000Z","2014-04-23T15:40:37.786000Z","Admitted < 1 yr","EAC Admitted children under 1 year","Admitted < 1 yr","0","","","0","aiSoF0KXchu","EAC Admitted children under 1 year","0","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
