facility,ward,subcounty,county,Datim_Facility_UID,DATIM_Disag_ID,DATIM_Disag_Name,datim_data,,,,,
Nyeri Town Health Centre,Rware Ward,Nyeri Central Sub County,Nyeri County,TjEcDV3ehDG,Yf1BiWq71NE,15+ | Female,293,0.000252514,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,chrwpNxHlQQ,<15 | Female,8,6.89459E-06,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,XX7hDj6iz0D,15+ | Male,76,6.54986E-05,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,uURluLqPIJ5,<15 | Unknown Sex,11,9.48006E-06,,,,
Ikombe Dispensary,Ikombe Ward,Yatta Sub County,Machakos County,mKPJEXXWWy7,Yf1BiWq71NE,15+ | Female,188,0.000162023,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,Yf1BiWq71NE,15+ | Female,16,1.37892E-05,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,Yf1BiWq71NE,15+ | Female,23,1.98219E-05,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,chrwpNxHlQQ,<15 | Female,9,7.75641E-06,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,zHSL7ATXJib,<15 | Male,14,1.20655E-05,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,XX7hDj6iz0D,15+ | Male,11,9.48006E-06,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,XX7hDj6iz0D,15+ | Male,327,0.000281816,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,uURluLqPIJ5,<15 | Unknown Sex,22,1.89601E-05,,,,
Sio Port Sub County Hospital,Ageng'a Nanguba Ward,Samia Sub County,Busia County,qjCasCWHc2v,Yf1BiWq71NE,15+ | Female,522,0.000449872,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Sereolipi Health Centre,Waso Ward,Samburu East Sub County,Samburu County,jES84wmTrrR,Yf1BiWq71NE,15+ | Female,23,1.98219E-05,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,Yf1BiWq71NE,15+ | Female,9,7.75641E-06,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,chrwpNxHlQQ,<15 | Female,4,3.4473E-06,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,XX7hDj6iz0D,15+ | Male,80,6.89459E-05,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,uURluLqPIJ5,<15 | Unknown Sex,13,1.12037E-05,,,,
Tunyai Health centre,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,P1og9HxGB9B,Yf1BiWq71NE,15+ | Female,230,0.000198219,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,Yf1BiWq71NE,15+ | Female,20,1.72365E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,XX7hDj6iz0D,15+ | Male,19,1.63747E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,Yf1BiWq71NE,15+ | Female,48,4.13675E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,chrwpNxHlQQ,<15 | Female,16,1.37892E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,zHSL7ATXJib,<15 | Male,18,1.55128E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,XX7hDj6iz0D,15+ | Male,25,2.15456E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,XX7hDj6iz0D,15+ | Male,651,0.000561047,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,uURluLqPIJ5,<15 | Unknown Sex,13,1.12037E-05,,,,
Kariobangi EDARP,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,MOSA2wSbJ1L,Yf1BiWq71NE,15+ | Female,1164,0.001003163,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,chrwpNxHlQQ,<15 | Female,2,1.72365E-06,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,XX7hDj6iz0D,15+ | Male,29,2.49929E-05,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,uURluLqPIJ5,<15 | Unknown Sex,4,3.4473E-06,,,,
Mwongori Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,nDvmZ473bY9,Yf1BiWq71NE,15+ | Female,95,8.18733E-05,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,Yf1BiWq71NE,15+ | Female,10,8.61824E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,chrwpNxHlQQ,<15 | Female,6,5.17094E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,XX7hDj6iz0D,15+ | Male,6,5.17094E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,XX7hDj6iz0D,15+ | Male,77,6.63604E-05,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,uURluLqPIJ5,<15 | Unknown Sex,6,5.17094E-06,,,,
Kisaku Dispensary,Gwassi North Ward,Suba South Sub County,Homa Bay County,FWl4DXEOTgt,Yf1BiWq71NE,15+ | Female,137,0.00011807,,,,
Mung'ang'a Dispensary,East Wanga Ward,Mumias East Sub County,Kakamega County,CSoFbpje9u5,Yf1BiWq71NE,15+ | Female,,0,,,,
Mung'ang'a Dispensary,East Wanga Ward,Mumias East Sub County,Kakamega County,CSoFbpje9u5,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Mung'ang'a Dispensary,East Wanga Ward,Mumias East Sub County,Kakamega County,CSoFbpje9u5,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Mung'ang'a Dispensary,East Wanga Ward,Mumias East Sub County,Kakamega County,CSoFbpje9u5,XX7hDj6iz0D,15+ | Male,21,1.80983E-05,,,,
Mung'ang'a Dispensary,East Wanga Ward,Mumias East Sub County,Kakamega County,CSoFbpje9u5,uURluLqPIJ5,<15 | Unknown Sex,14,1.20655E-05,,,,
Mung'ang'a Dispensary,East Wanga Ward,Mumias East Sub County,Kakamega County,CSoFbpje9u5,Yf1BiWq71NE,15+ | Female,69,5.94658E-05,,,,
Tumaini DICE - Asembo Bay,East Asembo Ward,Rarieda Sub County,Siaya County,A8wtOlcXpFh,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Tumaini DICE - Asembo Bay,East Asembo Ward,Rarieda Sub County,Siaya County,A8wtOlcXpFh,Yf1BiWq71NE,15+ | Female,5,4.30912E-06,,,,
Tumaini DICE - Asembo Bay,East Asembo Ward,Rarieda Sub County,Siaya County,A8wtOlcXpFh,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Tumaini DICE - Asembo Bay,East Asembo Ward,Rarieda Sub County,Siaya County,A8wtOlcXpFh,Yf1BiWq71NE,15+ | Female,18,1.55128E-05,,,,
Seaside Nursing Home,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,iZGqTuVBvZ5,XX7hDj6iz0D,15+ | Male,16,1.37892E-05,,,,
Seaside Nursing Home,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,iZGqTuVBvZ5,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,XX7hDj6iz0D,15+ | Male,9,7.75641E-06,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Geteri Dispensary,Gesusu Ward,Nyaribari Masaba Sub County,Kisii County,z3h96nT8fR0,Yf1BiWq71NE,15+ | Female,32,2.75784E-05,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,Yf1BiWq71NE,15+ | Female,22,1.89601E-05,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,XX7hDj6iz0D,15+ | Male,87,7.49787E-05,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,uURluLqPIJ5,<15 | Unknown Sex,11,9.48006E-06,,,,
Nangina Dispensary,Nangina Ward,Samia Sub County,Busia County,cT5i18tOkMo,Yf1BiWq71NE,15+ | Female,152,0.000130997,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,Yf1BiWq71NE,15+ | Female,8,6.89459E-06,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,XX7hDj6iz0D,15+ | Male,43,3.70584E-05,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Aptc Health Centre,Mihango Ward,Embakasi East Sub County,Nairobi County,nXYtvAhWM1t,Yf1BiWq71NE,15+ | Female,108,9.3077E-05,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,chrwpNxHlQQ,<15 | Female,8,6.89459E-06,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,zHSL7ATXJib,<15 | Male,11,9.48006E-06,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,XX7hDj6iz0D,15+ | Male,13,1.12037E-05,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,XX7hDj6iz0D,15+ | Male,126,0.00010859,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,uURluLqPIJ5,<15 | Unknown Sex,24,2.06838E-05,,,,
Sigoti Health Centre,South East Nyakach Ward,Nyakach Sub County,Kisumu County,fJ9iZxDAdVB,Yf1BiWq71NE,15+ | Female,300,0.000258547,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,Yf1BiWq71NE,15+ | Female,103,8.87679E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,XX7hDj6iz0D,15+ | Male,56,4.82621E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,Yf1BiWq71NE,15+ | Female,81,6.98077E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,chrwpNxHlQQ,<15 | Female,96,8.27351E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,zHSL7ATXJib,<15 | Male,82,7.06696E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,XX7hDj6iz0D,15+ | Male,106,9.13533E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,XX7hDj6iz0D,15+ | Male,1415,0.001219481,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,uURluLqPIJ5,<15 | Unknown Sex,52,4.48148E-05,,,,
Kendu Adventist Hospital,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County,cdVx9mqI9PL,Yf1BiWq71NE,15+ | Female,1855,0.001598683,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,XX7hDj6iz0D,15+ | Male,,0,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,XX7hDj6iz0D,15+ | Male,39,3.36111E-05,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,uURluLqPIJ5,<15 | Unknown Sex,3,2.58547E-06,,,,
Gathigiriri Health Centre,Gathigiriri Ward,Kirinyaga South Sub County,Kirinyaga County,T3mZTWWTez0,Yf1BiWq71NE,15+ | Female,54,4.65385E-05,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,XX7hDj6iz0D,15+ | Male,9,7.75641E-06,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Junju Dispensary,Junju Ward,Kilifi South Sub County,Kilifi County,VhYcFwqZAiX,Yf1BiWq71NE,15+ | Female,39,3.36111E-05,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,Yf1BiWq71NE,15+ | Female,13,1.12037E-05,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,Yf1BiWq71NE,15+ | Female,16,1.37892E-05,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,XX7hDj6iz0D,15+ | Male,88,7.58405E-05,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,uURluLqPIJ5,<15 | Unknown Sex,16,1.37892E-05,,,,
Lwanda Kobita Dispensary,Kabuoch South/Pala Ward,Ndhiwa Sub County,Homa Bay County,iQaq9o7TRvQ,Yf1BiWq71NE,15+ | Female,193,0.000166332,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,Yf1BiWq71NE,15+ | Female,20,1.72365E-05,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,chrwpNxHlQQ,<15 | Female,8,6.89459E-06,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,zHSL7ATXJib,<15 | Male,10,8.61824E-06,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,XX7hDj6iz0D,15+ | Male,135,0.000116346,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,uURluLqPIJ5,<15 | Unknown Sex,8,6.89459E-06,,,,
Kokwanyo Health Centre,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,D5uHHcuQP8Q,Yf1BiWq71NE,15+ | Female,253,0.000218041,,,,
Kizingo Health Centre,Mwarakaya Ward,Kilifi South Sub County,Kilifi County,oojlw5GbPfH,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Kizingo Health Centre,Mwarakaya Ward,Kilifi South Sub County,Kilifi County,oojlw5GbPfH,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Kizingo Health Centre,Mwarakaya Ward,Kilifi South Sub County,Kilifi County,oojlw5GbPfH,Yf1BiWq71NE,15+ | Female,36,3.10257E-05,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,chrwpNxHlQQ,<15 | Female,4,3.4473E-06,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,XX7hDj6iz0D,15+ | Male,28,2.41311E-05,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,uURluLqPIJ5,<15 | Unknown Sex,4,3.4473E-06,,,,
Uvete Health Centre,Mukaa Ward,Kilome Sub County,Makueni County,ia1ejv9WpJZ,Yf1BiWq71NE,15+ | Female,64,5.51567E-05,,,,
