"id","organisationunitid","MOH_FacilityID","uid","mflcode","facility","level","ward","subcounty","county","MOH_IndicatorCode","inndicator","Value","Period","created_at","updated_at"
256,"23084",NcCkDlIqJuM,wbJOu4h2SSz,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"25","202205",,
257,"23084",NcCkDlIqJuM,wbJOu4h2SSz,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"24","202202",,
258,"23084",NcCkDlIqJuM,EhZQp3PTA3C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"39","202201",,
259,"23084",NcCkDlIqJuM,AQsTt7jtKbt,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"33","202201",,
260,"23084",NcCkDlIqJuM,SJL4k6Gl53C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,SJL4k6Gl53C,MOH 731   On ART_<1       HV03-028,"1","202202",,
261,"23084",NcCkDlIqJuM,Jbu4if6gtDp,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"14","202206",,
262,"23084",NcCkDlIqJuM,Jbu4if6gtDp,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"14","202204",,
263,"23084",NcCkDlIqJuM,AQsTt7jtKbt,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"28","202207",,
264,"23084",NcCkDlIqJuM,oOOnacUi9Jm,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"33","202111",,
265,"23084",NcCkDlIqJuM,EhZQp3PTA3C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"40","202112",,
266,"23084",NcCkDlIqJuM,GSEmLUnrvzj,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"9","202111",,
267,"23084",NcCkDlIqJuM,GSEmLUnrvzj,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"9","202204",,
268,"23084",NcCkDlIqJuM,yNCUlEYkmyA,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"731","202110",,
269,"23084",NcCkDlIqJuM,Jbu4if6gtDp,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"11","202112",,
270,"23084",NcCkDlIqJuM,yNCUlEYkmyA,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"732","202111",,
271,"23084",NcCkDlIqJuM,AQsTt7jtKbt,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"32","202111",,
272,"23084",NcCkDlIqJuM,oOOnacUi9Jm,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"33","202110",,
273,"23084",NcCkDlIqJuM,e93GKJTHKAX,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"20","202208",,
274,"23084",NcCkDlIqJuM,pR7VzBydoj3,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"360","202208",,
275,"23084",NcCkDlIqJuM,pR7VzBydoj3,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"354","202201",,
276,"23084",NcCkDlIqJuM,pR7VzBydoj3,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"342","202110",,
277,"23084",NcCkDlIqJuM,oOOnacUi9Jm,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"33","202201",,
278,"23084",NcCkDlIqJuM,EhZQp3PTA3C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"47","202205",,
279,"23084",NcCkDlIqJuM,AQsTt7jtKbt,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"32","202110",,
280,"23084",NcCkDlIqJuM,oOOnacUi9Jm,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"33","202208",,
281,"23084",NcCkDlIqJuM,yNCUlEYkmyA,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"736","202112",,
282,"23084",NcCkDlIqJuM,pR7VzBydoj3,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"362","202207",,
283,"23084",NcCkDlIqJuM,oOOnacUi9Jm,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"33","202202",,
284,"23084",NcCkDlIqJuM,wbJOu4h2SSz,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"27","202112",,
285,"23084",NcCkDlIqJuM,e93GKJTHKAX,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"20","202201",,
286,"23084",NcCkDlIqJuM,GSEmLUnrvzj,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"10","202205",,
287,"23084",NcCkDlIqJuM,wbJOu4h2SSz,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"25","202204",,
288,"23084",NcCkDlIqJuM,yNCUlEYkmyA,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"749","202204",,
289,"23084",NcCkDlIqJuM,AQsTt7jtKbt,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"32","202202",,
290,"23084",NcCkDlIqJuM,e93GKJTHKAX,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,"21","202207",,
291,"23084",NcCkDlIqJuM,EhZQp3PTA3C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"43","202202",,
292,"23084",NcCkDlIqJuM,EhZQp3PTA3C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"40","202111",,
293,"23084",NcCkDlIqJuM,AQsTt7jtKbt,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,"27","202208",,
294,"23084",NcCkDlIqJuM,GSEmLUnrvzj,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"9","202112",,
295,"23084",NcCkDlIqJuM,SJL4k6Gl53C,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,SJL4k6Gl53C,MOH 731   On ART_<1       HV03-028,"1","202201",,
296,"23084",NcCkDlIqJuM,Jbu4if6gtDp,"14607",Baringo County Referral Hospital,"5",Kabarnet Ward,Baringo Central Sub County,Baringo County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"14","202205",,
297,"23304",UXpnlt136Fm,EhZQp3PTA3C,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"2","202110",,
298,"23304",UXpnlt136Fm,oOOnacUi9Jm,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202111",,
299,"23304",UXpnlt136Fm,oOOnacUi9Jm,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202202",,
300,"23304",UXpnlt136Fm,pR7VzBydoj3,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"4","202202",,
301,"23304",UXpnlt136Fm,pR7VzBydoj3,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"4","202205",,
302,"23304",UXpnlt136Fm,Jbu4if6gtDp,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"1","202201",,
303,"23304",UXpnlt136Fm,Jbu4if6gtDp,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"1","202204",,
304,"23304",UXpnlt136Fm,EhZQp3PTA3C,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"2","202206",,
305,"23304",UXpnlt136Fm,Jbu4if6gtDp,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"1","202110",,
306,"23304",UXpnlt136Fm,oOOnacUi9Jm,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202207",,
307,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202201",,
308,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202207",,
309,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202204",,
310,"23304",UXpnlt136Fm,EhZQp3PTA3C,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"2","202207",,
311,"23304",UXpnlt136Fm,Jbu4if6gtDp,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"1","202206",,
312,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202205",,
313,"23304",UXpnlt136Fm,oOOnacUi9Jm,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202204",,
314,"23304",UXpnlt136Fm,pR7VzBydoj3,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"4","202208",,
315,"23304",UXpnlt136Fm,pR7VzBydoj3,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"4","202204",,
316,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202206",,
317,"23304",UXpnlt136Fm,oOOnacUi9Jm,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202110",,
318,"23304",UXpnlt136Fm,Jbu4if6gtDp,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"1","202207",,
319,"23304",UXpnlt136Fm,pR7VzBydoj3,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"4","202111",,
320,"23304",UXpnlt136Fm,EhZQp3PTA3C,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"2","202201",,
321,"23304",UXpnlt136Fm,oOOnacUi9Jm,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202203",,
322,"23304",UXpnlt136Fm,pR7VzBydoj3,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"4","202203",,
323,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202203",,
324,"23304",UXpnlt136Fm,yNCUlEYkmyA,"13577",Gisage Dispensary,"5",Magwagwa Ward,Nyamira North Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202112",,
325,"23314",Hl0KZfBiE39,pR7VzBydoj3,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"12","202205",,
326,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202111",,
327,"23314",Hl0KZfBiE39,wbJOu4h2SSz,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202208",,
328,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"17","202111",,
329,"23314",Hl0KZfBiE39,pR7VzBydoj3,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"13","202202",,
330,"23314",Hl0KZfBiE39,pR7VzBydoj3,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"12","202208",,
331,"23314",Hl0KZfBiE39,wbJOu4h2SSz,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202112",,
332,"23314",Hl0KZfBiE39,EhZQp3PTA3C,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"3","202110",,
333,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"1","202208",,
334,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"1","202205",,
335,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202202",,
336,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"19","202207",,
337,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202204",,
338,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"1","202204",,
339,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"17","202110",,
340,"23314",Hl0KZfBiE39,pR7VzBydoj3,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"12","202207",,
341,"23314",Hl0KZfBiE39,EhZQp3PTA3C,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"3","202203",,
342,"23314",Hl0KZfBiE39,wbJOu4h2SSz,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202202",,
343,"23314",Hl0KZfBiE39,wbJOu4h2SSz,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202111",,
344,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202112",,
345,"23314",Hl0KZfBiE39,EhZQp3PTA3C,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"3","202111",,
346,"23314",Hl0KZfBiE39,pR7VzBydoj3,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"12","202206",,
347,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"2","202203",,
348,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202202",,
349,"23314",Hl0KZfBiE39,wbJOu4h2SSz,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202110",,
350,"23314",Hl0KZfBiE39,wbJOu4h2SSz,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202203",,
351,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"19","202208",,
352,"23314",Hl0KZfBiE39,EhZQp3PTA3C,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"3","202112",,
353,"23314",Hl0KZfBiE39,EhZQp3PTA3C,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"4","202204",,
354,"23314",Hl0KZfBiE39,pR7VzBydoj3,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"13","202201",,
355,"23314",Hl0KZfBiE39,GSEmLUnrvzj,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"1","202206",,
356,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"17","202112",,
357,"23314",Hl0KZfBiE39,yNCUlEYkmyA,"16989",Kiang'inda Health Centre,"5",Bosamaro Ward,Nyamira Sub County,Nyamira County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202203",,
358,"23741",Oxj36jLUDn8,pR7VzBydoj3,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"8","202207",,
359,"23741",Oxj36jLUDn8,wbJOu4h2SSz,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,"1","202111",,
360,"23741",Oxj36jLUDn8,EhZQp3PTA3C,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"7","202112",,
361,"23741",Oxj36jLUDn8,EhZQp3PTA3C,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"4","202206",,
362,"23741",Oxj36jLUDn8,pR7VzBydoj3,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"10","202202",,
363,"23741",Oxj36jLUDn8,EhZQp3PTA3C,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"4","202203",,
364,"23741",Oxj36jLUDn8,pR7VzBydoj3,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,"9","202204",,
365,"23741",Oxj36jLUDn8,yNCUlEYkmyA,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"18","202204",,
366,"23741",Oxj36jLUDn8,GSEmLUnrvzj,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"1","202110",,
367,"23741",Oxj36jLUDn8,EhZQp3PTA3C,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"8","202110",,
368,"23741",Oxj36jLUDn8,EhZQp3PTA3C,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,"3","202208",,
369,"23741",Oxj36jLUDn8,Jbu4if6gtDp,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,"1","202112",,
370,"23741",Oxj36jLUDn8,oOOnacUi9Jm,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,"1","202207",,
371,"23741",Oxj36jLUDn8,yNCUlEYkmyA,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,"16","202201",,
372,"23741",Oxj36jLUDn8,GSEmLUnrvzj,"17017",Kokotoni Dispensary,"5",Rabai/Kisurutini Ward,Rabai Sub County,Kilifi County,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,"1","202202",,
