id,organisationunitid,MOH_FacilityID,uid,mflcode,facility,level,ward,subcounty,county,MOH_IndicatorCode,inndicator,Value,Period,created_at,updated_at
136938,32408,dW7oScLnDy2,pR7VzBydoj3,14173,Winjo Dispensary,5,Muhuru Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,48,202203,,
140764,23336,BxTg2VumIKb,pR7VzBydoj3,14053,Riongige Dispensary,5,Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,25,202203,,
141904,32359,MQcFGwW1QsE,pR7VzBydoj3,13718,Kopanga Dispensary (CHAK),5,Wasimbete Ward,Suna West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,86,202203,,
141979,32425,FH1lPSOnK9z,pR7VzBydoj3,13729,Kwoyo Kodalo Dispensary,5,North Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,170,202203,,
142045,32450,gMhjxJKU9mM,pR7VzBydoj3,14121,St Monica Rapogi Hospital,5,North Kanyamkago Ward,Uriri Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,757,202203,,
145498,2926074,JTPVtOaVuJl,pR7VzBydoj3,24801,Nyaiguta Dispensary,5,Gesima Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1,202203,,
146922,32355,NRf14PUD9xc,pR7VzBydoj3,13656,Karungu Sub-County Hospital,5,Kachien'g Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,463,202203,,
147447,34721,FA8zVLtGdHQ,pR7VzBydoj3,10355,Island Farms Dispensary,5,Kabaru Ward,Kieni East Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,27,202203,,
151834,32349,LYR8fhhFOaQ,pR7VzBydoj3,16268,Diruma Dispensary,5,North Kadem Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,38,202203,,
151915,32376,ghUdW9zdUuu,pR7VzBydoj3,13865,Nyaburi Clinic,5,Ragana-oruba Ward,Suna West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,15,202203,,
151959,32388,Uvv85m35TMs,pR7VzBydoj3,16277,Ondong Dispensary,5,Suna Central Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,69,202203,,
155058,51886,kwrX6KJGFuA,pR7VzBydoj3,17576,St Joseph Brothers,5,Mweiga Ward,Kieni West Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,43,202203,,
155077,54400,Cm5Cyjgr17X,pR7VzBydoj3,17344,Kolwal Dispensary,5,South Kanyamkago Ward,Uriri Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,57,202203,,
155953,23715,NoZjHcIDHGW,pR7VzBydoj3,13663,Kegonga Sub County Hospital,5,Nyabasi East Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,48,202203,,
160227,250897,bgPs2UcHIcc,pR7VzBydoj3,18503,Tuungane Center (Awendo),5,South Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14,202203,,
162580,34902,S1eRslqZB2s,pR7VzBydoj3,10476,Karaba Health Centre (Nyeri South),5,Gikondi Ward,Mukurweini Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,49,202203,,
165073,54629,xYVh11058m8,pR7VzBydoj3,17728,Migori GK Prison Dispensary,5,Suna Central Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,61,202203,,
165594,8280956,XlWkXi5IeMS,pR7VzBydoj3,20959,Gosebe Dispensary,5,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,2,202203,,
165904,23330,sON080cYG4f,pR7VzBydoj3,13935,Nyansangio Dispensary,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,63,202203,,
166108,31653,tJVeZDtaAeT,pR7VzBydoj3,13562,Gesure Health Centre (Manga),5,Manga Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14,202203,,
315,23304,UXpnlt136Fm,pR7VzBydoj3,13577,Gisage Dispensary,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,4,202204,,
1333,32372,cLo2mMOlSkq,pR7VzBydoj3,13833,Muhuru Sub-County Hospital,5,Muhuru Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,401,202204,,
4111,411227,H8zbf1TS3qy,pR7VzBydoj3,19928,Got Kachola Dispensary,5,Got Kachola Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,73,202204,,
4298,446228,mQbyKWUNKMs,pR7VzBydoj3,20051,Oasis Doctors Plaza Medical Centre (Migori),5,Ragana-oruba Ward,Suna West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,26,202204,,
4463,2378868,B6t2Uc0FqSP,pR7VzBydoj3,20141,Kenyenya Health Centre (Nyamira),5,Bonyamatuta Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,10,202204,,
5333,23314,Hl0KZfBiE39,pR7VzBydoj3,16989,Kiang'inda Health Centre,5,Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,12,202204,,
6373,32431,B8Y8xuk4MFf,pR7VzBydoj3,17052,Ng'ong'a Dispensary,5,South Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,69,202204,,
6453,32499,Kp2Kfseofdd,pR7VzBydoj3,13678,Masaba District Hospital,5,Rigoma Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,410,202204,,
9068,367591,zrSaMWQz90i,pR7VzBydoj3,18897,LVCT Dice Clinic Migori,5,Suna Central Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,51,202204,,
9217,411733,WwYfrsmafhY,pR7VzBydoj3,19930,LVCT DICE Clinic Muhuru,5,Muhuru Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,162,202204,,
9402,1524674,CriwA8mhWOo,pR7VzBydoj3,20134,Kochola Dispensary,5,East Kamagambo Ward,Rongo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,21,202204,,
10173,23311,wVKkAhozU17,pR7VzBydoj3,16280,Kenyerere Health Centre (Nyamira),5,Bonyamatuta Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,38,202204,,
11148,32369,dOTpdQwrYeN,pR7VzBydoj3,13805,Migori County Referral Hospital,5,Suna Central Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1559,202204,,
11202,32458,aqfZGfHVbn2,pR7VzBydoj3,13626,Isoge Health Centre,5,Esise Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,7,202204,,
11241,32463,PKjDudRnOeJ,pR7VzBydoj3,13695,Kineni Dispensary,5,Esise Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,46,202204,,
11280,32467,c3Sw12ouZgJ,pR7VzBydoj3,13794,Matutu Dispensary,5,Nyansiongo Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,3,202204,,
11732,34758,gQOARcEQVeO,pR7VzBydoj3,10700,Mary Immaculate Hospital (Nyeri North),5,Mweiga Ward,Kieni West Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,101,202204,,
15191,23053,wvzZZaYO0Fm,pR7VzBydoj3,13543,Embonga Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,25,202204,,
15265,23316,fgKTzsc9pph,pR7VzBydoj3,13756,Magwagwa Health Centre,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,26,202204,,
15279,23324,o8IOlvEXsMe,pR7VzBydoj3,13894,Nyamaiya Health Centre,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,152,202204,,
16250,32429,leXuCmyYwWX,pR7VzBydoj3,13850,Ngere Health Centre,5,East Kamagambo Ward,Rongo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,142,202204,,
19389,168067,AEMbTvt9mJT,pR7VzBydoj3,18580,Mosobeti Dispensary,5,Gesima Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1,202204,,
19662,2132286,dwsqnJOgFCH,pR7VzBydoj3,20019,Isbania Prevention Centre,5,Isibania Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,43,202204,,
20271,23307,nQpfownNCBk,pR7VzBydoj3,13614,Igena-Itambe Dispensary,5,Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14,202204,,
20365,23712,fb6IuqPC7fr,pR7VzBydoj3,13597,Gwitembe Health Centre,5,Ntimaru West Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,21,202204,,
21218,32307,OQUMus9IsA1,pR7VzBydoj3,13517,Bugumbe Health Centre,5,Tagare Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,90,202204,,
21265,32313,cdSguOsrorH,pR7VzBydoj3,13619,Iraha Dispensary,5,Nyanmosense/Komosoko Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,12,202204,,
21394,32473,sAf3Y4aI3zy,pR7VzBydoj3,13922,Nyandoche Ibere Dispensary,5,Nyansiongo Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,10,202204,,
24417,163557,XXfTejSDscY,pR7VzBydoj3,18446,Nyanturago Health Centre (Nyamira),5,Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,10,202204,,
26033,32329,EZfZFVztjgt,pR7VzBydoj3,13851,Ngisiru Dispensary,5,Tagare Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1,202204,,
26081,32340,LFBf0WwBzaX,pR7VzBydoj3,14149,Tisinye Health Centre,5,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,28,202204,,
26194,32390,G4FemD36hGF,pR7VzBydoj3,13996,Osingo Dispensary,5,God Jope Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,83,202204,,
26274,32471,eEVi7Ji3nke,pR7VzBydoj3,13836,Mwongori Dispensary,5,Mekenene Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,28,202204,,
26782,35041,PjOTQQUb94v,pR7VzBydoj3,11161,Wamagana Health Centre,5,Wamagana Ward,Tetu Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,127,202204,,
29102,54393,UlOy160zonh,pR7VzBydoj3,17342,Midida Dispensary,5,West Kanyamkago Ward,Uriri Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,94,202204,,
29600,337050,tAKPrTA5jzk,pR7VzBydoj3,19929,LVCT DICE Clinic Karungu,5,Kachien'g Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,126,202204,,
30030,51490591,ZxtXqRoon59,pR7VzBydoj3,23198,Kianungu Dispensary,5,Magombo Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,4,202204,,
30277,23303,RsiWBZOvwow,pR7VzBydoj3,13574,Gietai (AIC) Dispensary,5,Itibo Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,37,202204,,
30748,31662,iYpP2OYAWcL,pR7VzBydoj3,13905,Nyambaria Geke Dispensary,5,Magombo Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,15,202204,,
31026,32339,nnQCgclxCj6,pR7VzBydoj3,14144,Taranganya Dispensary,5,Bukira East Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,11,202204,,
31097,32351,G44EhGVs2FX,pR7VzBydoj3,13582,God Jope Dispensary,5,God Jope Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,109,202204,,
31165,32368,q3Hiw70svzH,pR7VzBydoj3,13804,Midoti Dispensary,5,Suna Central Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,106,202204,,
31277,32424,aWpElDmioIw,pR7VzBydoj3,13724,Kuja Dispensary,5,North Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,87,202204,,
31605,34997,SuTFIa79qA7,pR7VzBydoj3,10924,Outspan Hospital,5,Kamakwa/Mukaro Ward,Nyeri Central Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,123,202204,,
34245,55545,W3TSKRwkyvs,pR7VzBydoj3,17345,Ndege Oriedo Dispensary,5,East Kamagambo Ward,Rongo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,13,202204,,
35320,23308,kTrvZAjAcnU,pR7VzBydoj3,13617,Ikonge Dispensary,5,Ekerenyo Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,47,202204,,
35350,23320,kB3a5DNtVlu,pR7VzBydoj3,13826,Motontera Dispensary,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,6,202204,,
35672,31672,XKVPZ47BC5b,pR7VzBydoj3,14151,Tombe Health Centre,5,Manga Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,71,202204,,
35967,32325,sDgMJ46sG5P,pR7VzBydoj3,16721,Mogori-Komasimo Health Centre,5,Masaba Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,40,202204,,
36078,32491,IrAwqGGDUVy,pR7VzBydoj3,13575,Girango Dispensary,5,Gachuba Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14,202204,,
36118,32497,zwIF2bQgFlO,pR7VzBydoj3,13746,Machururiati Dispensary,5,Gesima Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,21,202204,,
36145,32504,eWl04gJBWM3,pR7VzBydoj3,13895,Nyamakoroto Dispensary,5,Gesima Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,33,202204,,
36749,34996,AoO1uzcsLs0,pR7VzBydoj3,10922,Othaya Sub County Hospital,5,Iria-ini Ward,Nyeri South Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,410,202204,,
39444,191939,qaTjMQMpHPq,pR7VzBydoj3,13811,Miriri Dispensary,5,Gachuba Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,6,202204,,
40351,23325,HjL1sFQUDS0,pR7VzBydoj3,13911,Nyamira Adventist Health Centre,5,Township Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,51,202204,,
40410,23331,KdMmUqXo3ZA,pR7VzBydoj3,13964,Ogango Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,65,202204,,
40451,23334,te66tg4yn7z,pR7VzBydoj3,16981,Riakinaro Health Centre,5,Bonyamatuta Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,11,202204,,
40501,23341,tU8NI8ktS8x,pR7VzBydoj3,14146,Tinga Health Centre,5,Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,131,202204,,
40631,31658,FcIvchcbwUH,pR7VzBydoj3,17134,Magombo Community Dispensary,5,Magombo Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,10,202204,,
41022,32406,sJHMc412zV6,pR7VzBydoj3,16278,Thim Lich Dispensary,5,North Kadem Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,97,202204,,
41158,32506,SlWsYkPHSxs,pR7VzBydoj3,13917,Nyanchonori Dispensary,5,Rigoma Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,21,202204,,
41719,34800,eQ411WldmOy,pR7VzBydoj3,11124,Tumutumu (PCEA) Hospital,5,Kirimukuyu Ward,Mathira West Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,481,202204,,
44733,3401658,SeESskkpdVb,pR7VzBydoj3,20620,Ramba Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,3,202204,,
44818,6479720,jQdsHCYoJ03,pR7VzBydoj3,20294,Kiamanyomba dispensary,5,Magwagwa Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,3,202204,,
45219,22692,mZ5dBUXvXqh,pR7VzBydoj3,13514,Bosiango Health Centre,5,Bogichora Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,33,202204,,
45472,23297,oPB35EIF6o3,pR7VzBydoj3,13525,Chaina Dispensary,5,Itibo Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,5,202204,,
47026,32399,jC5xoC8BnPT,pR7VzBydoj3,14102,St Barnabas Dispensary,5,Ragana-oruba Ward,Suna West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,219,202204,,
47078,32423,iX9MCYrhHOP,pR7VzBydoj3,17038,Koloo Dispensary,5,North Kanyamkago Ward,Uriri Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,90,202204,,
47392,32511,QXgTPS1Ym77,pR7VzBydoj3,14051,Rigoma Dispensary,5,Rigoma Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,46,202204,,
49442,81438,xziIZlvxiIS,pR7VzBydoj3,18013,Ruguru Health Centre,5,Ruguru Ward,Mathira West Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,7,202204,,
50514,23054,d9MqCk2B3Gs,pR7VzBydoj3,13551,Etono Health Centre,5,Bomwagamo Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,35,202204,,
50556,23298,ZQT01wKQqiS,pR7VzBydoj3,13544,Endiba Health Centre,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,35,202204,,
50603,23312,KIcB1UkdXXb,pR7VzBydoj3,13676,Kenyoro Health Centre,5,Itibo Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,63,202204,,
50640,23328,pfefIJMcoRj,pR7VzBydoj3,16988,Nyangweta Health Centre,5,Bosamaro Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,37,202204,,
50702,23718,mr3btxzpInp,pR7VzBydoj3,13758,Makararangwe Dispensary,5,Ntimaru West Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,4,202204,,
52154,32315,gFC5kCFDDqG,pR7VzBydoj3,13625,Isibania Sub-District Hospital,5,Isibania Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,168,202204,,
52222,32346,xaQ9Z2jrxRM,pR7VzBydoj3,13480,Anjego Dispensary,5,Kakrao Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,75,202204,,
52287,32347,QiXeOXMmlX0,pR7VzBydoj3,13486,Arombe Dispensary,5,Wiga Ward,Suna West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,270,202204,,
52300,32352,Dp9uga9zfqH,pR7VzBydoj3,13583,God Kwer Dispensary,5,Wiga Ward,Suna West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,228,202204,,
52448,32404,hcF52HKSsCR,pR7VzBydoj3,14135,Suna Rabuor Dispensary,5,Kwa Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,101,202204,,
52546,32434,FpS8TixqWn4,pR7VzBydoj3,17039,Ombo Kowiti Dispensary,5,Central Kanyamkago Ward,Uriri Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,62,202204,,
52636,32468,r003lM7ULWV,pR7VzBydoj3,13800,Mecheo Dispensary,5,Esise Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,20,202204,,
54374,54265,shH3wN0yTJZ,pR7VzBydoj3,17232,Kerobo Health Centre,5,Bomwagamo Ward,Nyamira North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,34,202204,,
55641,23708,kVVmxGZKCfA,pR7VzBydoj3,13526,Chinato Health Centre,5,Nyabasi West Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,32,202204,,
57039,32331,hHb5SzuuyHK,pR7VzBydoj3,13862,Nyabokarange Dispensary,5,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,8,202204,,
57148,32353,WDe0umtdbif,pR7VzBydoj3,13639,Kabuto Dispensary,5,North Kadem Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,102,202204,,
57171,32396,NpKmhJBECVb,pR7VzBydoj3,14069,Saro Dispensary,5,Kakrao Ward,Suna East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,200,202204,,
57267,32430,XWycxNbm28F,pR7VzBydoj3,13853,Ngodhe Dispensary,5,East Kamagambo Ward,Rongo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,154,202204,,
57320,32439,HIbQsMgPQm0,pR7VzBydoj3,14003,Othoro Sub County Hospital,5,North Kanyamkago Ward,Uriri Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,275,202204,,
57436,32484,YFxkxX3dyJ0,pR7VzBydoj3,13548,Esani Sub-District Hospital,5,Gesima Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,59,202204,,
57475,32487,SLYEU6SItMd,pR7VzBydoj3,13559,Gesima Health Centre,5,Gesima Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,80,202204,,
61855,32409,UY3IInX1rgt,pR7VzBydoj3,16279,Yago Dispensary,5,Got Kachola Ward,Nyatike Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,10,202204,,
61881,32420,WG7O02P8x4T,pR7VzBydoj3,13532,Dede Health Centre,5,West Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,340,202204,,
61959,32432,WlgH5Q5Y6kZ,pR7VzBydoj3,13885,Nyakuru Dispensary,5,North Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,122,202204,,
62666,34722,GWyiedUwAyx,pR7VzBydoj3,10360,Itiati Dispensary,5,Ruguru Ward,Mathira West Sub County,Nyeri County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14,202204,,
65157,103761,g2rsmbgrpOJ,pR7VzBydoj3,17730,Ensakia Dispensary,5,Esise Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,3,202204,,
65165,176544,EVeWGkaFwhO,pR7VzBydoj3,18576,Mong'oni Dispensary,5,Rigoma Ward,Masaba North Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,7,202204,,
65969,31652,FRCpdcj6qow,pR7VzBydoj3,13557,Gekano Health Centre,5,Magombo Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,11,202204,,
65998,31656,atumVmDAZzs,pR7VzBydoj3,13666,Kemera (SDA) Dispensary,5,Kamera Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,25,202204,,
66967,32421,naa6PTuNZM4,pR7VzBydoj3,13635,Jevros Clinic,5,North Sakwa Ward,Awendo Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,53,202204,,
67013,32461,sDUKRZ8adP3,pR7VzBydoj3,16868,Kerumbe Dispensary,5,Mekenene Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,13,202204,,
67039,32475,OHZYEciQDBh,pR7VzBydoj3,13936,St Joseph's Nyansiongo Health Centre,5,Nyansiongo Ward,Borabu Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,37,202204,,
70497,23333,gAm0OAuvKMF,pR7VzBydoj3,14034,Rangenyo Health Centre,5,Nyamaiya Ward,Nyamira Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,11,202204,,
76845,32335,kmEXAwkvnDQ,pR7VzBydoj3,13927,Nyangoge Health Centre,5,Tagare Ward,Kuria West Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,27,202204,,
80583,23717,SZnkrFoimi2,pR7VzBydoj3,13723,Kugitimo Health Centre,5,Nyabasi East Ward,Kuria East Sub County,Migori County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,3,202204,,
80977,31654,TjAizB1Q3zr,pR7VzBydoj3,13566,Getare Health Centre,5,Kamera Ward,Manga Sub County,Nyamira County,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,79,202204,,
